residence_id,LOCATION,TYPE,province,city,full_addres
3720,"(12.633198000379476, 14.884697944739)",CITY,Yazd,Yazd,"(183, 140, 'DQFMjpB', 'dBoaSSurep')"
3721,"(76.23684984144089, 56.79953189582263)",CITY,Tehran,Eslamshahr,"(9, 124, 'RlVeKJFHWuA', 'yFKUewjSOknT')"
3722,"(7.222569183293237, 24.49447669502919)",CITY,Mazandaran,Qaem Shahr,"(95, 177, 'jHnDI', 'UlEBDAOmjuKZA')"
3723,"(89.99256615508355, 82.31997636175082)",CITY,azarbayjan-e Sharqi,Tabriz,"(135, 59, 'lcKly', 'BsWnuzC')"
3724,"(99.06096163140008, 24.890664410591523)",CITY,Khuzestan,Ahvaz,"(40, 27, 'EDnxSr', 'ljUcwnPWoZOnzEK')"
3725,"(87.86332944974895, 48.68969171745149)",SUBURB,Mazandaran,Amol,"(103, 0, 'SpkKX', 'gMGBCCilqAnVWq')"
3726,"(41.21366523910104, 60.179839473321984)",CITY,Esfahan,Kashan,"(53, 142, 'lQpUUFCxnXalsON', 'RdlhMMdZFasTI')"
3727,"(64.26987216568058, 56.09554640882778)",CITY,Kermanshah,Kermanshah,"(2, 181, 'yqIFfJYcbTIv', 'FGKYNU')"
3728,"(23.028744926029955, 28.535789509024845)",SUBURB,Alborz,Karaj,"(194, 174, 'gqWlc', 'qRmw')"
3729,"(12.754949739232845, 31.903406755779773)",SUBURB,Esfahan,Kashan,"(44, 200, 'UTq', 'UZVeiIZlZkoN')"
3730,"(44.516386340351424, 51.7435071555264)",SUBURB,azarbayjan-e Gharbi,Orumiyeh,"(11, 62, 'hgtevmHLjRwiH', 'zpUYaBpWGemT')"
3731,"(93.35036833762051, 18.005981069994025)",CITY,Ardabil,Ardabil,"(156, 131, 'pxFmcol', 'ofIKJYZOQO')"
3732,"(98.86515710159934, 35.93662473262893)",CITY,Lorestan,Khoramabad,"(153, 117, 'nTewv', 'da')"
3733,"(74.94109180491859, 80.84204342602416)",SUBURB,Esfahan,Khomeyni Shahr,"(94, 72, 'EyOtxMfCWoxh', 'xzms')"
3734,"(59.58387793692589, 25.005586054156225)",CITY,Mazandaran,Qaem Shahr,"(142, 46, 'qMQjNO', 'cHO')"
3735,"(29.59642115414567, 13.039039103503235)",CITY,Markazi,Arak,"(179, 81, 'eEoPILaXsOHHaj', 'XmNIlsCX')"
3736,"(23.188005524442513, 82.37772595084127)",CITY,Khorasan-e Razavi,Mashhad,"(197, 89, 'iRbgm', 'sxlZBYwVYaj')"
3737,"(4.115387188344776, 1.2298774593927364)",SUBURB,Esfahan,Khomeyni Shahr,"(132, 152, 'AeKPCxbNxgYF', 'boixB')"
3738,"(98.94040953478783, 32.31526363581576)",SUBURB,Khuzestan,Ahvaz,"(118, 39, 'ODKDLtxXohrNq', 'VHkvg')"
3739,"(0.6950056719289166, 49.25384522263296)",SUBURB,Tehran,Tehran,"(99, 43, 'mKAA', 'Kdn')"
3740,"(41.92077436537544, 33.690476420762)",SUBURB,Hormozgan,Bandar Abbas,"(109, 69, 'QbqJJAzzRC', 'juZuIWONnEEYQNL')"
3741,"(40.30398524346103, 60.17845831247208)",SUBURB,Ardabil,Ardabil,"(42, 25, 'uWfMFzzPIuyE', 'fPPAIRT')"
3742,"(30.80526050457114, 17.581522317632736)",CITY,Tehran,Pakdasht,"(15, 3, 'Wz', 'B')"
3743,"(93.2160226868338, 80.13669298446334)",SUBURB,Tehran,Pakdasht,"(188, 150, 'BIK', 'zvtzbOkxsPl')"
3744,"(39.589481473594624, 47.826902768529365)",CITY,Khuzestan,Dezful,"(101, 63, 'jAwa', 'ATYd')"
3745,"(99.75837614099605, 12.341578315314939)",CITY,Esfahan,Esfahan,"(189, 32, 'BRVLpLaPzQ', 'Meao')"
3746,"(83.52387385864338, 44.80008158811405)",SUBURB,Lorestan,Khoramabad,"(119, 6, 'oMJGuwk', 'mgdHsorFcfYik')"
3747,"(90.06122623718032, 64.42620043693658)",CITY,azarbayjan-e Gharbi,Orumiyeh,"(84, 135, 'jeGM', 'vdrlQtbyI')"
3748,"(80.93922327822341, 66.55262705284946)",SUBURB,Tehran,Shahre Qods,"(143, 182, 'DzlskWfNp', 'ZgxIPaAuofh')"
3749,"(32.65752795267439, 44.75854692083835)",CITY,Esfahan,Najafabad,"(190, 111, 'iqiPNZT', 'lTSGtFQNpMP')"
3750,"(40.92750774004491, 81.08754918340047)",CITY,Tehran,Malard,"(173, 18, 'zQbrjFPMKJWEO', 'hlWjyes')"
3751,"(77.08918793648107, 34.665791472624676)",CITY,Hormozgan,Bandar Abbas,"(165, 42, 'zxW', 'vXvHHDvxeR')"
3752,"(62.99062529989165, 48.76980464490595)",CITY,Esfahan,Khomeyni Shahr,"(101, 58, 'W', 'SPdFVlEBDwZkp')"
3753,"(15.584094483829315, 51.49805540733266)",SUBURB,Mazandaran,Sarta,"(108, 187, 'bGfq', 'ACIVp')"
3754,"(26.08111308184523, 94.04360007044261)",SUBURB,Mazandaran,Amol,"(68, 72, 'PxYIWl', 'pVbg')"
3755,"(5.574350257249716, 80.54330562309046)",SUBURB,Esfahan,Najafabad,"(21, 151, 'vnQ', 'Yp')"
3756,"(45.994587024019026, 30.2902907224737)",SUBURB,Lorestan,Khoramabad,"(191, 37, 'bnUZPrJrkGk', 'GGpQJMczCrk')"
3757,"(31.533072208386926, 52.411241849581536)",CITY,Esfahan,Khomeyni Shahr,"(190, 65, 'bTWE', 'jqi')"
3758,"(72.15247600796022, 9.417707809646991)",SUBURB,Lorestan,Khoramabad,"(48, 49, 'XskWnwXMUgWMtqr', 'NJjjfYiW')"
3759,"(90.32730837047134, 64.37601819821244)",CITY,Gilan,Rasht,"(89, 153, 'xuUk', 'Yjor')"
3760,"(56.12770754138309, 71.00261979076615)",CITY,Tehran,Malard,"(55, 167, 'HNKGis', 'hNEhBKCjYQpOUK')"
3761,"(34.592041185800014, 67.75948086549849)",SUBURB,Hamadan,Bahar,"(62, 136, 'wDDRBqxwt', 'eL')"
3762,"(3.348520598899929, 86.04396101102938)",SUBURB,Qom,Qom,"(21, 29, 'wwvKXzrdMx', 'LaCzrxWCfcNJKPP')"
3763,"(83.37565362142408, 94.5911855401427)",SUBURB,Sistan va Baluchestan,Zahedan,"(39, 172, 'SlGboNT', 'muaeAwXtl')"
3764,"(6.8421950977723185, 96.59800008664898)",CITY,Esfahan,Khomeyni Shahr,"(163, 138, 'BHNmphre', 'ULwufeT')"
3765,"(32.59267202371344, 53.80805459586126)",CITY,Mazandaran,Amol,"(1, 129, 'joCHflvhUNBg', 'PlNQTnOuLYhN')"
3766,"(33.90474239378308, 23.12004176336786)",CITY,Hamadan,Bahar,"(68, 109, 'Ml', 'M')"
3767,"(15.436452550197954, 98.83584495889727)",SUBURB,Kermanshah,Kermanshah,"(136, 60, 'Qzq', 'p')"
3768,"(98.45740222083293, 39.443756504788595)",CITY,Sistan va Baluchestan,Zahedan,"(99, 163, 'lMmR', 'tcvllSqDeOds')"
3769,"(6.568336151619036, 55.6939765422146)",SUBURB,Alborz,Karaj,"(128, 104, 'ERRMIbmjX', 'DYnRlDqm')"
3770,"(43.409102513135664, 9.39231373331797)",SUBURB,Mazandaran,Babol,"(22, 175, 'nWjYKtziW', 'IBJV')"
3771,"(3.6376263279656595, 62.003983805443475)",SUBURB,Markazi,Arak,"(120, 173, 'NuRyYQm', 'PzpsUYv')"
3772,"(78.22774055488276, 13.235517757779592)",SUBURB,Qazvin,Qazvin,"(43, 119, 'eMGZSnxgm', 'cSYFG')"
3773,"(33.378178122433845, 27.89391699311825)",CITY,Kerman,Kerman,"(56, 69, 'pRnHwKaHspNq', 'uQGLtwFO')"
3774,"(76.53393637203779, 50.95299011978383)",SUBURB,azarbayjan-e Sharqi,Tabriz,"(150, 181, 'KuprDYXbinmL', 'oTKJCRMcaMSIBaB')"
3775,"(99.95642652909217, 45.39286346836428)",CITY,Khuzestan,Dezful,"(75, 136, 'xpIMLUUu', 'nVeCw')"
3776,"(15.104313014992488, 17.7712582852116)",SUBURB,Mazandaran,Qaem Shahr,"(3, 198, 'NRgjXuCf', 'rxPe')"
3777,"(53.01236303148487, 81.97540987652117)",CITY,Esfahan,Kashan,"(165, 149, 'thAuthRXUQIR', 'sIBLegUNedGJ')"
3778,"(22.276757341875896, 8.131498957537097)",SUBURB,Yazd,Yazd,"(176, 132, 'eNFh', 'TBOChFQ')"
3779,"(69.759688680089, 19.26908422722412)",SUBURB,Tehran,Shahriar,"(48, 1, 'r', 'qyUCRSmeJd')"
3780,"(99.05689967509592, 55.76639986332206)",CITY,Esfahan,Esfahan,"(198, 165, 'KU', 'jUojyTytjpKVF')"
3781,"(26.585080954848138, 5.967765382959589)",SUBURB,azarbayjan-e Sharqi,Tabriz,"(140, 174, 'Xf', 'R')"
3782,"(50.989443618317786, 85.62568099443487)",CITY,Tehran,Eslamshahr,"(144, 120, 'Uw', 'oAiNNfbo')"
3783,"(57.723969057478975, 83.16237976634837)",SUBURB,azarbayjan-e Gharbi,Orumiyeh,"(11, 168, 'QPb', 'Nxah')"
3784,"(15.561250268943372, 71.63614641763606)",CITY,Kerman,Kerman,"(153, 88, 'p', 'jQnFYZ')"
3785,"(93.8714133141869, 33.4711452116976)",SUBURB,azarbayjan-e Gharbi,Orumiyeh,"(169, 87, 'k', 'PQuk')"
3786,"(0.8095187838354057, 63.31321804680973)",SUBURB,Gilan,Rasht,"(85, 36, 'CLLrZDUx', 'JIiFKljT')"
3787,"(46.68028111982034, 66.6316067432631)",CITY,Tehran,Shahriar,"(200, 131, 'BQ', 'VANqCebRIjJnrJM')"
3788,"(15.107855460477449, 63.32422264803218)",CITY,Esfahan,Najafabad,"(20, 0, 'Ve', 'W')"
3789,"(98.80179319681753, 38.871739798760615)",CITY,Tehran,Malard,"(49, 128, 'jSZbRbdsxql', 'KCqwWA')"
3790,"(78.64186187168566, 0.00448485197304116)",CITY,Mazandaran,Amol,"(188, 118, 'TYbSDX', 'oXtqHcgDgOxF')"
3791,"(23.67346098848273, 35.62398980696611)",SUBURB,Tehran,Malard,"(131, 131, 'VBijE', 'IU')"
3792,"(0.08503239056082412, 91.21086896840994)",SUBURB,Esfahan,Kashan,"(69, 50, 'A', 'CEQemlQY')"
3793,"(5.980847794227106, 9.818332151532172)",CITY,Khuzestan,Dezful,"(33, 35, 'F', 'nCmkW')"
3794,"(74.22248770121979, 50.436138051627324)",CITY,Hormozgan,Bandar Abbas,"(4, 29, 'OrIOYzPvfh', 'puPvBhJQT')"
3795,"(40.03431245646881, 2.042006036148558)",CITY,Kordestan,Sanandaj,"(83, 164, 'YnfRhfD', 'tVuWOxPfM')"
3796,"(49.97634971045065, 56.686532557900826)",CITY,Esfahan,Kashan,"(161, 48, 'BFX', 'jbeQgLllD')"
3797,"(76.08346515165813, 65.19147877757148)",SUBURB,Lorestan,Khoramabad,"(63, 51, 'AgFN', 'QxerjHMtxNazGT')"
3798,"(42.744010148678754, 86.96573410269617)",CITY,Hormozgan,Bandar Abbas,"(36, 150, 'JZhbEvP', 'TWxLv')"
3799,"(19.042710386267736, 76.92011585839073)",SUBURB,Mazandaran,Qaem Shahr,"(179, 134, 'UYWuRJKvwUNr', 'GmLh')"
3800,"(99.01371378619261, 5.966106546857453)",CITY,Tehran,Pakdasht,"(12, 122, 'cXpmKAkdgFZflQ', 'bZ')"
3801,"(11.323097879356137, 67.15406151433804)",CITY,Khorasan-e Razavi,Sabzevar,"(111, 153, 'OA', 'YKluAAckd')"
3802,"(30.091101890454297, 65.15763579554289)",CITY,Khuzestan,Ahvaz,"(188, 18, 'tpSVk', 'f')"
3803,"(74.80695855722348, 10.521499607864083)",CITY,Mazandaran,Sarta,"(132, 15, 'wvAoBiugg', 'jVQqaPbrmbEye')"
3804,"(8.814519369100038, 59.27331197458386)",SUBURB,Tehran,Tehran,"(76, 60, 'hvXxWyT', 'ezKYmImgrC')"
3805,"(87.440633307024, 70.91493660701299)",CITY,Markazi,Arak,"(166, 111, 'FG', 'qjOLG')"
3806,"(27.852713024322195, 24.943413806058235)",CITY,Mazandaran,Amol,"(29, 51, 'AGizr', 'RM')"
3807,"(38.89727868326247, 39.62334700619503)",CITY,Esfahan,Kashan,"(76, 21, 'WaGNaRDu', 'QYfAnfzT')"
3808,"(44.186492648454035, 11.471268657904055)",CITY,Golestan,Gorgan,"(144, 10, 'ezmb', 'KxbdFnbKKzKgYbz')"
3809,"(62.72894335182217, 36.182409993783246)",CITY,Kerman,Kerman,"(37, 26, 'wJInpnVouELmXDB', 'QEHlyvZNwdgg')"
3810,"(26.472030062028495, 53.021785988049395)",SUBURB,Ardabil,Ardabil,"(99, 179, 'LWrhaUnk', 'hGngwU')"
3811,"(21.586950100220868, 7.873165965262185)",SUBURB,Lorestan,Khoramabad,"(122, 130, 'pI', 'kfzxcAGmk')"
3812,"(30.465054063371788, 44.27971946358019)",SUBURB,Mazandaran,Sarta,"(60, 148, 'NmOLnvtq', 'tNgRojjFxPD')"
3813,"(99.3289085416199, 63.548450534632785)",SUBURB,Sistan va Baluchestan,Zahedan,"(120, 187, 'ntmfbzIKNV', 'NA')"
3814,"(36.848948550262016, 49.9386462658435)",CITY,Kermanshah,Kermanshah,"(131, 113, 'rVvNaUnFoxjh', 'z')"
3815,"(8.143551472960809, 70.64382424740012)",CITY,Yazd,Yazd,"(75, 58, 'fTFCZIkiVh', 'TAXJ')"
3816,"(17.37029365228051, 68.13990256422655)",SUBURB,Lorestan,Khoramabad,"(136, 110, 'G', 'dJUYdnWg')"
3817,"(44.58976428552038, 9.189833018498717)",CITY,Kordestan,Sanandaj,"(141, 0, 'HkmrPzOuMmUn', 'wSXvvj')"
3818,"(4.756218567784898, 22.1072122197545)",CITY,Sistan va Baluchestan,Zahedan,"(52, 89, 'TlRKPR', 'HEUcKyTDdNShL')"
3819,"(70.63931414163372, 82.87861585883697)",CITY,Mazandaran,Qaem Shahr,"(14, 116, 'LXjbJZMdAJWkJZ', 'dS')"
3820,"(86.25645265936566, 87.24552620649669)",CITY,Khuzestan,Ahvaz,"(69, 51, 'VEjH', 'GhoHiOlXX')"
3821,"(95.2032752919482, 84.34817157612584)",SUBURB,Khuzestan,Madan,"(121, 46, 'XSxdBXKzVjkSN', 'kDuAwnvWr')"
3822,"(57.69245965454767, 6.568578892652321)",SUBURB,Tehran,Tehran,"(99, 42, 'tNkcqguOU', 'dwgZKKvCBvFd')"
3823,"(60.32968124139204, 20.587233897407465)",CITY,azarbayjan-e Sharqi,Tabriz,"(103, 31, 'WMkh', 'LUdWRaqLbEtKwph')"
3824,"(6.341801326165353, 87.22312688590989)",CITY,Qom,Qom,"(20, 127, 'kkioQplKdArE', 'OeXJFLaO')"
3825,"(21.16321832099237, 43.3679232392138)",SUBURB,Fars,Shiraz,"(158, 180, 'WogYq', 'TYEwKFW')"
3826,"(78.84475942175906, 89.68313878668675)",CITY,Alborz,Karaj,"(48, 99, 'yldqBD', 'kcfa')"
3827,"(97.30476774486381, 77.64161930305147)",CITY,azarbayjan-e Gharbi,Orumiyeh,"(182, 17, 'dUgFkyykU', 'ErfhRubCozizd')"
3828,"(67.78726670170741, 57.588562549601896)",CITY,Golestan,Gorgan,"(10, 42, 'ZOZvcj', 'icRsbmy')"
3829,"(51.27176378570818, 90.66339297625944)",SUBURB,Tehran,Tehran,"(133, 61, 'SZjeSvlJfjGkZ', 'tMhMTpjwT')"
3830,"(28.80523617966344, 11.104099944255596)",SUBURB,Esfahan,Kashan,"(151, 81, 'd', 'SPQxOFZdF')"
3831,"(92.12322880957947, 7.02250476722771)",CITY,Mazandaran,Babol,"(73, 20, 'KUosWsBIgAEntd', 'Oz')"
3832,"(84.20579414081328, 49.69227815108413)",SUBURB,Esfahan,Kashan,"(129, 17, 'LWHh', 'RYSbb')"
3833,"(9.804895645217382, 85.64133969596874)",CITY,Khuzestan,Ahvaz,"(161, 12, 'flabD', 'tRhFD')"
3834,"(20.7380836843264, 19.11101599705939)",SUBURB,Kermanshah,Kermanshah,"(146, 107, 'bnboXCvLtIALlA', 'cJIjeNYKyvvxN')"
3835,"(25.077058558122566, 18.788652914093575)",CITY,Esfahan,Esfahan,"(8, 75, 'zRPmA', 'OtwkqSULIya')"
3836,"(30.185931884502992, 38.10304408850792)",SUBURB,Alborz,Karaj,"(134, 26, 'EctFhXrHhEU', 'xBigENvMs')"
3837,"(35.81038957086111, 49.28778874959407)",CITY,Gilan,Rasht,"(8, 55, 'JmSzW', 'oP')"
3838,"(35.25529402456381, 85.72558030668105)",CITY,Fars,Shiraz,"(138, 151, 'a', 'ZkzSBx')"
3839,"(65.76055525305337, 72.07462745888824)",SUBURB,Khuzestan,Madan,"(188, 23, 'cExHuEBGGbVs', 'ovRjTXT')"
3840,"(86.60180468410356, 5.123409831928005)",CITY,Khorasan-e Razavi,Sabzevar,"(146, 106, 'j', 'xWdTd')"
3841,"(5.0756197348537535, 61.9094349734483)",SUBURB,Lorestan,Khoramabad,"(192, 140, 'nXmSSQHDi', 'ULfNYqaLlYH')"
3842,"(54.5616265822929, 16.85022887461004)",CITY,Fars,Shiraz,"(45, 71, 'lTVEMBnqmVkI', 'oGBqvsIAOhHXRLH')"
3843,"(22.561016819449076, 69.68085513959306)",CITY,Tehran,Pakdasht,"(70, 180, 'mXuWuzlGWi', 'xxZDKqVMNSQFSv')"
3844,"(41.61941073420316, 64.90708934982096)",SUBURB,Sistan va Baluchestan,Zahedan,"(51, 62, 'DfGEOddsHg', 'bLGGyljchN')"
3845,"(1.071495098220332, 93.74632989680958)",CITY,Kermanshah,Kermanshah,"(29, 23, 'gDeAUrYuQwUZBc', 'QgMjQQfYN')"
3846,"(51.28506295917169, 49.27213397052698)",SUBURB,Khuzestan,Ahvaz,"(139, 9, 'eyafDY', 'sGIoVMB')"
3847,"(74.6480273674686, 50.956480719180654)",SUBURB,Khuzestan,Madan,"(50, 199, 'JmUMXGypRQolokU', 'ldqCH')"
3848,"(9.864468178609641, 38.438134997703344)",CITY,Kordestan,Sanandaj,"(37, 25, 'bSSjdD', 'fhsrIVuv')"
3849,"(52.55906549621133, 40.936201731621125)",CITY,Ardabil,Ardabil,"(69, 195, 'Ysf', 'VlWRWe')"
3850,"(74.0922979921219, 93.44032379663754)",CITY,Esfahan,Najafabad,"(153, 5, 'QUgDDEknHslNW', 'FtUVmgaWQQjUqQ')"
3851,"(2.619137451271647, 23.52762965443468)",CITY,Khuzestan,Ahvaz,"(175, 143, 'asOZ', 'mMyyMWjIJe')"
3852,"(87.913391655091, 39.337673194358445)",SUBURB,Esfahan,Najafabad,"(143, 140, 'wrxev', 'Gt')"
3853,"(97.32464766948165, 95.03572675426256)",CITY,Ardabil,Ardabil,"(62, 184, 'EufAmXDCIOhVP', 'lPZ')"
3854,"(76.5406542453, 22.223250111109007)",CITY,Kordestan,Sanandaj,"(168, 194, 'yZGPUJI', 'ltIsKPCwXQfv')"
3855,"(57.233246177624395, 57.67129268042839)",SUBURB,Gilan,Rasht,"(120, 163, 'mQxOSnebhRc', 'TTyQMMbVVM')"
3856,"(23.6474348395721, 65.33027155962499)",SUBURB,Hamadan,Bahar,"(190, 48, 'vaYcWrtxGS', 'ThrIbguRMLP')"
3857,"(83.13293733737412, 65.88619583402985)",SUBURB,Khuzestan,Ahvaz,"(93, 145, 'wGzQuJWhNxf', 'BaSOJT')"
3858,"(78.39592536541954, 18.87369577463055)",SUBURB,Ardabil,Ardabil,"(166, 50, 'nBzwowkaKxfZthT', 'VHIAJB')"
3859,"(7.753482521643662, 44.627402679136964)",CITY,Esfahan,Kashan,"(124, 147, 'jzfA', 'KDLIkzvejm')"
3860,"(2.758252931562133, 21.43405680287007)",SUBURB,Khorasan-e Razavi,Sabzevar,"(135, 100, 'LvvJtyT', 'oLtCipBNQ')"
3861,"(70.21013922339576, 52.56260489565129)",SUBURB,Golestan,Gorgan,"(167, 32, 'TnGAkXGxY', 'XQcxXDi')"
3862,"(11.141924784448886, 82.5995937354561)",CITY,Esfahan,Kashan,"(117, 135, 'RCKofCI', 'EJaOZjWqoa')"
3863,"(69.82978823375137, 39.38076106520704)",SUBURB,Qom,Qom,"(38, 199, 'KjNTbnOVbgnsIKS', 'moGFx')"
3864,"(88.01543297058596, 92.52115206386428)",SUBURB,Lorestan,Borujerd,"(160, 72, 'pbKxBt', 'irwdKUvFVcc')"
3865,"(21.542036307102975, 7.3107112894514215)",CITY,Ardabil,Ardabil,"(96, 179, 'THPWBwldum', 'XnbbRAPO')"
3866,"(11.847324994703335, 25.651053365469668)",CITY,Tehran,Malard,"(77, 36, 'NLf', 'Rtz')"
3867,"(10.922922812379332, 90.06775139104556)",SUBURB,Gilan,Rasht,"(167, 181, 'SIVLEeQvED', 'guLkm')"
3868,"(92.97729869669159, 16.83896967155276)",SUBURB,Tehran,Malard,"(5, 47, 'MAP', 'brlscfstTHZSpIE')"
3869,"(75.87704977563476, 20.79857565365808)",CITY,azarbayjan-e Sharqi,Tabriz,"(49, 196, 'PgIFiULve', 'oQCNVNCb')"
3870,"(72.57458389955733, 29.92548755129889)",SUBURB,Lorestan,Borujerd,"(13, 38, 'm', 'QXsSkzrJrytr')"
3871,"(41.55247701724293, 16.389786326392276)",SUBURB,Fars,Shiraz,"(98, 61, 'pbhD', 'oESoICQTZ')"
3872,"(19.575727130525877, 20.134971439480655)",SUBURB,Hamadan,Bahar,"(83, 37, 'WaA', 'LcEBrbnEsCsTqHJ')"
3873,"(16.415201108330546, 25.902752462525136)",CITY,Qazvin,Qazvin,"(52, 90, 'WfWISXQkc', 'UZcXwJUAScFwmWW')"
3874,"(44.052652044435746, 80.40513702708422)",SUBURB,Markazi,Arak,"(70, 163, 'PTla', 'VcR')"
3875,"(72.42646809285984, 86.82063885241448)",CITY,Esfahan,Kashan,"(36, 178, 'ooOD', 'AFjmjSVs')"
3876,"(38.86126733710309, 98.03731578486246)",CITY,Kordestan,Sanandaj,"(132, 193, 'Pm', 'BeShxuSO')"
3877,"(78.4265059821483, 37.301928316959895)",SUBURB,Khorasan-e Razavi,Sabzevar,"(187, 116, 'cBRxayx', 'DucsNsFI')"
3878,"(11.241708130057482, 86.88990216362384)",SUBURB,Lorestan,Borujerd,"(153, 76, 'HBmZ', 'SIxCvGJ')"
3879,"(78.6472745941299, 58.44469263309021)",CITY,Khorasan-e Razavi,Mashhad,"(102, 22, 'n', 'IWQcsOz')"
3880,"(3.45890269247654, 32.54138617836462)",SUBURB,Khuzestan,Dezful,"(21, 198, 'XEbBkrMXLEiE', 'EGqmOqKaZupe')"
3881,"(88.88671475607669, 73.17700881858285)",SUBURB,Mazandaran,Sarta,"(153, 80, 'KOgGSyqYPt', 'slSuE')"
3882,"(54.920349640768926, 98.88029745873041)",CITY,Markazi,Arak,"(173, 161, 'MmPlkHu', 'L')"
3883,"(25.328457472307676, 59.41823392571644)",CITY,Kordestan,Sanandaj,"(170, 124, 'SF', 'ycE')"
3884,"(3.6575000887345888, 87.13329966942388)",SUBURB,Tehran,Pakdasht,"(114, 152, 'd', 'XcrAg')"
3885,"(80.50854177301173, 93.79365531025667)",SUBURB,Qazvin,Qazvin,"(136, 105, 'uR', 'loVRbczghHIC')"
3886,"(14.414751788370994, 72.76365165762421)",CITY,Lorestan,Borujerd,"(191, 142, 'Vy', 'slRDa')"
3887,"(42.99014247969226, 54.947432585416166)",CITY,Esfahan,Khomeyni Shahr,"(93, 14, 'Dcq', 'OhphHFLWhgahMSI')"
3888,"(73.43583011409656, 34.568446189765645)",SUBURB,Esfahan,Esfahan,"(199, 87, 'CMTtlWArfWhUg', 'UNJlArm')"
3889,"(19.01145992497493, 75.52297691111947)",SUBURB,Kerman,Kerman,"(30, 10, 'tvOQGnmoOD', 'iwkjaQC')"
3890,"(59.18197036941002, 85.52578220561176)",SUBURB,Mazandaran,Amol,"(161, 1, 'HXnQAuLqb', 'NfQwuavwqf')"
3891,"(60.139513599911595, 63.69090921432738)",CITY,Qazvin,Qazvin,"(127, 54, 'N', 'bBsOsJtGHNJwVV')"
3892,"(13.972258454127296, 57.44657809042797)",CITY,Khorasan-e Razavi,Mashhad,"(168, 86, 'qqTUXQ', 'FPnPycXeGMPgkV')"
3893,"(58.31030429750768, 15.275010823248692)",SUBURB,Qazvin,Qazvin,"(165, 128, 'ZfhRGYyYiR', 'jpKUWJVrIZODzcg')"
3894,"(52.60225366911613, 49.62578944980365)",SUBURB,Esfahan,Esfahan,"(104, 143, 'RrnIJrq', 'ZrRIQTXJp')"
3895,"(37.99775244220428, 21.10137290703521)",CITY,Tehran,Malard,"(189, 163, 'dlhFPwKppbGSanA', 'Xqi')"
3896,"(18.35643700630203, 74.3409356135217)",SUBURB,Tehran,Shahre Qods,"(135, 48, 'wwlDqDTub', 'cBMnbjloPowZz')"
3897,"(34.00403724273355, 68.20323202142309)",CITY,Golestan,Gorgan,"(101, 197, 'EYijYSd', 'UedDMpfs')"
3898,"(56.01696347452724, 18.045943271315533)",CITY,Qazvin,Qazvin,"(192, 145, 'mJTeidfoKvo', 'IoYprBusDNFRe')"
3899,"(69.20791485353843, 25.00951752185201)",CITY,Khorasan-e Razavi,Sabzevar,"(42, 196, 'ZjWwHynLtIWqR', 'j')"
3900,"(36.41746415465717, 70.33590037445636)",CITY,Mazandaran,Amol,"(148, 139, 'Dx', 'umUbyPUqfnNLRo')"
3901,"(88.86929348781794, 42.63636177516877)",SUBURB,Yazd,Yazd,"(102, 41, 'lhWgUNyqUsRbA', 'gdmbBVeWQHHQg')"
3902,"(12.469108105271209, 82.6962785150697)",SUBURB,Esfahan,Khomeyni Shahr,"(194, 151, 'LE', 'zYfBqaf')"
3903,"(25.758491352940915, 4.008124060284635)",SUBURB,Tehran,Pakdasht,"(96, 125, 'PpwurgxkTb', 'TBLgyldNrpF')"
3904,"(63.47264424120902, 23.98964738335585)",SUBURB,Qazvin,Qazvin,"(48, 50, 'MeYMor', 'mhRBCviOjx')"
3905,"(66.13081387122888, 59.79033782501747)",SUBURB,Esfahan,Kashan,"(45, 52, 'uL', 'e')"
3906,"(5.189008025752118, 62.83274849643898)",CITY,Khuzestan,Dezful,"(142, 94, 'AsJcf', 'PnfJ')"
3907,"(77.74686150527313, 79.73205558979024)",CITY,Mazandaran,Sarta,"(194, 145, 'kmMNAraZYmGPu', 'tr')"
3908,"(89.77440399531021, 45.97453646480982)",CITY,Khuzestan,Ahvaz,"(157, 132, 'htiRKuKDJYsXzKh', 'tdmIZHAytHrwt')"
3909,"(7.83779845664302, 57.82747970892665)",SUBURB,Qazvin,Qazvin,"(106, 191, 'JrX', 'A')"
3910,"(42.059214217666685, 54.28263928574154)",CITY,Qazvin,Qazvin,"(26, 132, 'vGSKTjLvbY', 'VURQN')"
3911,"(16.255359645215083, 42.926272070933024)",SUBURB,azarbayjan-e Gharbi,Orumiyeh,"(54, 74, 'n', 'WULPSvEzS')"
3912,"(89.96851709177554, 8.621185217942283)",SUBURB,Hamadan,Hamadan,"(160, 194, 'stiV', 'y')"
3913,"(13.270422832771445, 18.377000616628347)",SUBURB,Fars,Shiraz,"(4, 192, 'HhIdRT', 'egGt')"
3914,"(85.51010166815263, 6.505907429658652)",SUBURB,Khorasan-e Razavi,Mashhad,"(78, 127, 'Fr', 'FYRgCcWFPySKhAd')"
3915,"(2.729465049028712, 2.6607066483374298)",SUBURB,Khuzestan,Ahvaz,"(114, 65, 'gVua', 'MQdjuxktPnmb')"
3916,"(44.924117803660145, 25.68974949902264)",SUBURB,Zanjan,Zanjan,"(8, 42, 'G', 'haSuaKXJDZct')"
3917,"(78.35562760405996, 86.78955154495749)",CITY,Khuzestan,Dezful,"(2, 115, 'll', 'MPe')"
