SCORE,EXPLANATION,START_DATE,END_DATE,GUEST_ID,RID,SCORED_DATE
1,tvvytwVxVlXixBOHXMezqPFYvVEAxGnKZLFqFhBkQkktqfVkwrUODskkxcaNAH,1975-07-24,1975-09-11,6884518249,2508,1976-01-18
2,FBZdcfqmMcfrmsOIQXSNxJtiNTuamGMDNtiBc,2014-05-28,2017-11-29,6528647095,3009,2019-12-25
1,HNObyonrOzJfwBUNQfEdMkPtpvasyOdWtdsqvvexjaSBuAYvYAjWXvtciBbFajASzvfJNLVKEOUsftsDkLZiuMqckRyqUMqZpzDI,2001-03-16,2002-08-12,6026916801,3809,2018-06-21
2,UZXmOaitccavMLNjFlOuFcHZRyCwpMTQzjFPVrJQsLcmwVlFJMxZCMQDkxkjZwmAjYcyjymoASfCmYo,2021-09-26,2023-06-08,7893381153,676,2023-07-07
3,oTjThnZjNxKsrrNVBWEUJyrisENadcxQhJlCP,1997-10-27,2009-12-29,5623765960,1612,2019-06-18
5,ivmGgkVlNnZ,1993-11-29,2019-06-06,0267491506,234,2020-06-07
5,GTSgjZqpXnIIBUahCEAhaeggNDNrrnSGPblzFxKFaneuMkkFzUWXeSSKSILvh,1955-03-06,1959-01-05,4214477563,1857,1993-08-17
0,vVFoBlNqqYpAtSljPXXgxIZNxtvzaLebnxeAkfHRVRBKgAgNueWKgWyagBWWpmzfcn,1984-01-02,2021-08-12,0034967355,91,2021-12-10
3,eUwXBlgPQGqFgQrAJGZtENreriXbedVSzKWNPMTUeFBIjI,1991-10-14,2019-01-07,6034344354,1069,2020-11-16
4,YyKgIIeOGjIJHoXtjquRTjeXgzQXLgOkbGZFfkCFXRguSnoWAYdvkIPZfWvLyj,1973-08-22,2016-12-21,5907383758,1690,2018-07-19
4,RPPNSVXxZfI,2003-06-15,2004-05-08,2740855536,4062,2011-08-28
1,pXjHYYVfhRGdJBZuhSWItFYaYURrClMevUPrGGYstlwqbvEKRTDnjHgraZApclOWRBNhqqEUuBRDmsScRyY,1976-02-08,1977-06-19,4033073958,2142,1998-06-19
3,XgfEWwzGhEnEoLOwWUtQXbrDBHEsffVaBbL,2006-12-21,2016-05-21,3145289403,3007,2017-06-17
3,KBCCcSrAqqBuMJLAzvnDNIiFXKX,1967-10-03,1983-11-27,8410526491,1929,1993-09-17
4,hhqoarjGGyaEvEOxRIHuYEKVtVdorbubZLMEqwvAYEAMsWBidFcONktADlMPpLbUJnhIFtyw,2021-09-25,2021-12-16,8710768331,2246,2022-10-22
5,YBiiYYkcxuhsBVLrvykp,2016-01-23,2022-10-09,8800253833,3314,2023-02-13
2,FeTHjpxGXnThgWQeDOLyoI,1969-11-03,2005-08-23,5644921252,1344,2019-12-09
5,kkOnwFCqFVZhwCohMXOQWtRmsIpwjELwCkPiOKpfBUdUqrToiTQqOnQouZSWtSwEFKwGEncCovpLFbbHdSamjrHvREcSzmDe,2020-02-28,2020-06-22,0417736247,2043,2021-03-16
2,EESnqyJkysrjvXKYjsJpboQYcYjqGSPSKXGYIAzQHmqPlvWXnrfLNoCZuLBFyDlQcZXdRMcpywrTTAK,1981-08-30,2005-12-12,3494725582,4441,2017-08-15
4,RLIjLfVpzVUGiMUjhoCJFQGljTuvRFnVcWBhuLeWHGNPbzLTuNgRSYjJsggRPTHSRubaV,2002-10-15,2012-12-21,7098507939,1234,2013-03-02
0,JqKwAYUQFuItAialeMQeRijbBbRHBfptHZrELOnLghoAuhUchWdxnDUsBnwhffjzfmrNCUJGsWcFXNTLfIntQJIabKAkWxJ,1968-03-14,1977-05-27,7023013772,1934,2014-08-12
4,YiAEliVnVwazEkWmJHLBisSoImYikSBYaxDHBxmErfFzRBGRGeEabPWXGjljejUiblxetkJoxNoUSElSwrUqzGFluzNcSHzrFC,2006-05-25,2011-01-10,7147767786,2705,2018-11-15
1,vwGCqAeGjaNbJFYMvWK,1967-09-01,1988-09-21,5660275530,2379,2008-08-12
4,WLTlkCGriyFRNCxEsDxZesAmVCVmhXnfzypqGFVCrANwAqJ,1980-11-28,1993-09-05,6722747413,404,2013-02-13
5,OBqbLFkEucEPIJJlCKilkDPXhHFrLQzsjqkJVBOHLlXdKgIhZLyq,1999-11-06,2003-09-25,2114367362,667,2022-01-26
1,geFyVhOLtNJVHYFajGBqRHJIySXRuwGAMXdXwvffGcfIASKJnARatFdnoErYgdbceCDEymaPd,2005-05-12,2012-01-11,5643860388,379,2013-08-10
5,pMPyAeILiGKJWfGQJmsyzTYdlLJLGcLNfSUDxFqqwVlqWCYzgTrRmBjochIxywv,1961-06-19,2000-12-02,9037110305,4618,2013-09-19
5,gWizTXnzhRvhmsOxboIglVscnEmq,2018-04-14,2018-11-13,6806503768,1736,2020-02-07
4,FnKTRUwFfxnxNFtPtjrWtoOddwVpheMkOzPDbchLXpSrlXulzzkgOnHfatzKqSzE,1999-01-02,2016-01-18,9256789092,2678,2019-01-27
5,GZajQHRHNpIJdONnYxvlQCWfUsaNwljZcECpLIXVXWdKdxzHTzLnYGwAIddNOdLh,1993-09-25,2009-07-30,4189709736,4881,2012-10-11
0,yzIqLGTmawHfDm,2004-12-16,2008-05-18,6812689082,4033,2014-06-16
1,sCasyUTyHRcfqLQYOPIZkI,1958-03-13,2013-09-11,2967124290,1182,2014-09-14
3,YMDnYMeZvnQSsupgEuUWImcUxPqzfUfreSHFeKXuGBDqPJEMOdCFeFLUQSZPPrAbpjEIUIqLJUP,2012-04-08,2019-06-16,7217602462,4289,2021-09-18
1,edPgfVIiFWDCYCyJrxHVUCNThhtVZoPQpxMrftOIgMhanefhAxxDGKzdbCYjqI,1957-05-18,1995-06-09,6447105422,705,2010-02-08
4,qVeJYJFGaDtkQtfjRuTbdKymWJAUixtttbhRSsqGILLfsQpFaiMJJrLftxWFohojrncNvWkPIEjsBOAKOpVhdnzIWGgNQEGeoDb,2010-10-12,2010-12-17,7072187633,1385,2014-02-06
3,LJUmXJvIbCwDOHafiqAQOa,1967-03-29,2006-05-07,8279667970,2037,2012-04-23
3,nJsPaPEkRbBzHfvPjYiUz,2006-11-17,2013-10-31,5616796068,902,2020-01-12
3,pBcFqkypWizbCFFnIecYexPCQnfjXeOEdljePdRDCFVBhSGOVMZqauIgRCbUuveVQaFgrncFwOcoFkFDXlQzXVWe,2022-06-05,2022-09-18,7519078181,3182,2022-10-03
4,LkcxlYVJwmlcOsKIUdTMlIsqpOcauwqNVCnNICWOASSTatHhuTvYEVfibKJIyMJvzRvOlrFiWKYIKGhLsrIdzdbeqxNr,1993-03-23,2007-12-12,4268120325,4870,2023-04-07
1,gTNMtmOmNXoOsbxBqfHCSRzYKpXqWuypvGXqYFzOQVkvAAr,1999-11-05,2020-11-30,0837380702,816,2023-06-11
3,VBddKOwCnJrCztZspEyjCkbPTT,2012-06-06,2013-12-08,0383088757,3080,2020-06-16
5,HaJmbHTeCn,1965-07-24,1971-10-18,7607925232,4352,2008-03-05
4,RorzWzVqEZSwigGwrNWoapKSFYShZlZZTKMhVUiyArHvlihsxwxjqsdvHNjkZdzkFnNdhZnFSlrAhUlwKfmDAaSOJSHhSvd,2000-10-29,2016-09-19,6374974397,4431,2017-03-24
5,bedgPrTGIfQ,1987-08-13,1991-10-06,8290276305,108,1994-11-08
2,SrbQLGGmrJovsa,1995-10-06,2006-11-14,9483901488,1858,2021-11-19
5,MObjFprcuKHDBOjKhdogztJFsFOcjuFooBlGfNqqFgogqslXkYN,1968-11-10,1982-09-10,6567223605,317,2016-05-10
5,TxookpocQTYMdtpVNJNfoVSOhCvGGqYTSBXmGNlSvbgqCKXcOCHetlU,1964-04-11,1999-03-15,0368218162,4153,2002-02-23
2,BcoyHjnKgJaAsOyKW,1963-12-21,2003-11-12,3610726689,3801,2009-12-27
0,SBRxMllZwGAnCFNgTcuKGqMoooTXkfiXxYQTEThtizRjKMBYNJeIaOznboaEKhhhDHAEfLGBs,1960-02-06,2009-03-04,9911716088,1518,2009-12-08
4,zacmQVyARxQKqTHIMykuJKZwcEwjbXvyDvkegVXJNrZCqgozzXCWHBlkNhgx,1962-09-23,1968-06-01,5532834145,3860,2001-01-28
2,OtQtMoysmqkvHGyQxaoYJPTRVLouxITXLEOeUgMCyMmAlGEvEsVJXEjbuPfXlvNuJR,1961-03-07,2004-01-22,0115524465,1776,2010-05-14
4,nYoKvANYFeroCUrcyoMzrAafcxYJWVLjTHNdSSDLMbVWRnSCDHKsTUBXVTHxHcSmrHdzmZqUwRpgyfuhWVXQ,2006-01-15,2007-01-15,2993539622,2822,2017-08-06
3,ObowJpqIQwIqSCCgexvjsszSaVQjFMjfuOhuHkrRNqFFOILVYMHYYJrehMqPc,2008-03-18,2017-04-01,1997445383,2997,2020-07-20
0,ihgepckCNLjklyVDbCkAQgcGye,1958-10-04,1970-06-22,9226686894,3841,1997-08-19
2,IkrhZQvClOsHZHXBCxmGLYByalAaytyiGymPtpzfgtHDFdWISNFrUnAiedlUAsbsVZkCGdZwziiSMMhUsZNWemBkr,2008-01-07,2012-08-14,2531785927,4912,2014-06-29
4,VBpOxkVNlIKZAIzGqTztDIeVPaAcKtSBOSVWYDOAlQVozfyO,1968-06-02,1985-07-02,4532509780,4606,2019-01-19
3,hDTXhBdDPAIdbJkkuypwduNSCxLnNQJacOyaFlmT,2010-12-02,2019-06-23,2898731540,4730,2019-07-24
3,WoZdvqiVOPEDaTgPGrzxGkLLVCoZGSIZqdaQmBQLfaFwoMnceKVQGQMbCZxSYWgugbrZKHkVRLATRVrkjCRarHVvikV,2006-05-08,2009-03-25,1680549131,3104,2021-12-31
5,pdkhABtJkvuPjLsLBqMYdylDvXjZxUzDTCkovjiuQCMOpLJLTjGuUlBNBBxw,2011-03-10,2020-10-09,0585754801,3939,2023-06-18
1,cazySeKUKEiPbQmZWEVTYfLs,1966-02-27,2022-11-13,5325870157,1212,2023-06-27
4,REoHWhyIFEXGtDBvSOEbRDOFWLqcJSqqIixrVPXBFvTSmsRhNAcwaDEytagLfEgFwhwpwfkIeaxHgmLwHhdFQdRbCIsZ,2011-05-05,2015-02-09,0077085388,2944,2019-08-23
1,zdcAPFfIvgdoxdnnqwMtlYJpfpDfKWiFsSviBbwtgFshPHKUCfInkBkBumiKfZXXjriyHEpAfMnluChkhVyK,1972-10-09,1985-08-17,6634466031,142,2020-06-18
4,CCHVQcdHHjyzWhFaKBZPPQJssFEVWMEqXQUIp,1952-07-12,2001-05-13,3442489182,1855,2009-10-04
4,CaTXMeKCJGaCDoYpNxrXoGyfaanNxrYXkKEeEixDbvWYJICZU,1950-02-23,1993-06-22,2500828092,3203,1999-04-28
4,vESDqDgqYSGqArmbyWvMDgmYorzLalcBtFZrKEXeBlprFTwAhQkxgjiPWSGIeIwMbbNEzxAHDmwSe,1999-02-06,2020-07-23,8378429137,4474,2020-11-10
2,TGmNCmrqAWbziOtXraPtqjEzEdNdAGYyXGlHAEOynMJQgsCeBHIQVBbJjeijwptxGgNQ,1953-01-17,2006-05-17,7512213346,3722,2012-01-04
0,huokHfhwBPzkYDuMtOBopWZDUluisVWwfHvPcovMMOZsyKICAdClMBrVlQyJElYQd,2000-07-27,2002-05-13,4321908665,4250,2010-08-15
2,UsiHGxNYyBoxqrmVhxjDYPmReJwdhHxEGehBxNiTLdwnrSiIZ,1998-03-11,2006-01-02,7118245723,3851,2012-09-06
0,upMahTRvcTmBAnrVMCzToAtcpWvmXzoPK,1966-10-06,1990-02-10,4345173557,867,2005-10-19
4,mSPeOWIiOgsRRexXXrSCUBIrPzGUFTCHXQFsGBOiRSYEqStARiMYKtWxbijVZCYfVGKvzneR,2013-08-18,2022-06-13,1480006661,1750,2023-04-08
5,FasFMcAXLVKcEC,1976-12-06,2022-07-21,6937979833,4259,2022-09-14
5,TgTndysWzMrKBqNsnvcucACsLKTzeeoQNLtfLSixHdZfTuNuPMMWWJ,1978-01-23,1987-07-24,5282793868,3545,2012-05-19
4,XblwcyGZsuLfXMAObzbwhQhRmNtmjUSSMJUjxpliyUWSkzbJPLYLJLEDWKbiZPUSRlPHqCBcvGnwaUZd,1980-05-27,2008-10-09,8018829346,180,2023-05-07
3,PxAtAIuyTAOYixfODiLOCRBXzxVXHPvpBLVVKaYLfwGIgAfiLoSfkrpgnTb,2005-12-08,2011-01-12,1304338413,3789,2011-11-13
4,ZXWkhZEdLzxkNqZqweKVgSZYEKXXyKJZsegpAuRXLtlJsiUWsuts,1951-12-29,2000-02-16,1628268753,1402,2004-08-12
0,jZDiTisCxIgXQJWqERARjoWHcpc,2000-09-20,2023-06-25,3404421675,4944,2023-07-14
2,OIrtSiCnuOhlQGcbSMOcFLJviybCKtOwmXGxsDfRAWuNFcy,1980-09-08,2007-06-26,0910893087,2837,2012-08-14
3,guMnspSIeXbxKiWOpOXdGSxlmhZJowykhZRKjOZFBRcROcgtkpgNCRExREonTKfYsXzJiZuZjxZUrEODbkpGxHKAkiAN,2003-06-23,2018-11-11,0116854290,94,2023-06-09
1,shGriqccbiFjQdvUHOokyIjZyVKsOPjaDjQMFNbhtvYhdjhroZMuGLQTEJyyhsYSxwFZXfoRjFTboEtqN,1967-03-28,2011-08-08,9244110633,922,2016-08-11
5,KElcrFQSmAmMCQLbrdKyZXxBUBhdhdZhhtDKPzFntkRCKgoMjnwJXDdwiADX,1964-08-12,1993-10-29,8390021469,3050,2001-05-24
4,hnhCoaiXSeNSo,1999-11-21,2010-07-03,0701059236,1152,2013-06-20
2,UHYmBEIgYcIpYnDaPHYnwoKrOhClRQuPpPHErMixGXVbmbwSxrMHUcaNZWiMsFa,2001-01-16,2013-08-31,4710124128,1497,2014-11-04
0,fDDxVepBfUroMLFUVUbkstAEsEulIhxqxlyRn,1970-05-29,1979-08-22,6018467787,3198,1991-03-01
2,INVumYmMYBVTeZMkSxXuynSGvbnniLPDeEmWhIVVVeSdCLhUJMqgrnHkvhCyULBBLPRuynBEJDdBTfigNDzeFWPTEF,1987-10-06,2000-03-12,5085489822,1128,2014-12-15
4,fClRvMBMCTSmDErpEybMqWbAYzNFGQxbJrdBPIwcOqGcamDuravpcIkAMDigyqdtCIpXfUVPtrbgYbGRgpxV,1951-01-02,1955-02-06,4577766489,2040,1968-10-03
5,KkduYgdKtSyDuRvmNtIlO,2016-02-14,2020-03-03,7506949616,4548,2021-03-29
2,fqWkXJQWSubJdfKOyyRUIgoezifCOpngAJVmuDsCDXhyuTLB,2016-08-04,2021-06-03,9534762692,2405,2022-12-22
2,nSosPQNofmeVSmNjJsmZuBqvxTMmUHKdSHwdATENSyoxQzKzGMNZQRWbimccYuSKCBwJhD,2020-06-11,2021-09-27,9065820714,29,2022-11-16
4,XixSOVlEAmyPRmmnbUiZEPHSpCaNmwacU,1994-12-24,2023-02-12,6634466031,3011,2023-06-02
4,hWDEWLEPbVwRfTzqiWyHft,2001-07-01,2017-08-30,8581590161,4715,2020-01-17
4,UyPiBajcJqYcjhgFKnpKODuMuRaOG,1961-01-02,1961-10-09,9758555925,3911,2003-07-15
4,YRcQvRqNPdFBcRjtzaIxBzqW,1986-09-07,2004-09-16,6856580331,2076,2018-12-13
1,YmlsyUZEYpNpuJzVUwnfcsOXBesYIZlydUtFELUkyUbrflqEESrzfzQFhGzJiTKvAhbqmcvxhPBkPLObfCZyvZxOIbctUTl,1980-03-23,2015-05-23,4834548666,2151,2016-06-17
0,gvupIimhocyXPiEPrjlIQzIZytHOFakFhgKrrxjTMShber,1964-11-28,2007-06-09,3949995985,1031,2009-09-22
0,NxFFyWQBvTCQVcGYrWNtxZrOdxVfrwolkiDXuAHnnAfzmzkvvIJbmcCZmzWG,1981-05-13,1995-04-21,0604266624,782,2019-02-06
0,jwvYRkQeolDFkoKFTJvGaBQTcLybE,1983-07-13,1994-11-04,2844523518,315,2007-09-07
3,bTbFJRiNcQCOZtEdriaePtNepMcUMeFemhSuMvWPCWMJQAeyejKTuID,1996-09-23,2007-05-28,4476573880,4220,2021-06-30
1,yQkxxSYovmsClgDlbFUCCvvYUgVHoOjmBTLVJtskCrspXOwSfaVscELTsUPdStktcGGhUJeeMuTUVjeLbYO,2007-01-22,2016-05-27,0869566763,1966,2023-03-28
5,VvmXxmnqFQtJNdYftRpReuwFbExehiPsMgQLFlCstVjZUWYWRlGoWtNJWPnxjgIFBhqTbrteHNSzpKiYo,1975-10-26,1995-09-17,5284675533,4168,2005-08-21
4,nGaXtNrunjlEEdWyDbYXyVZQDihGQDZVSxxjHhqYRNibKuhPdnUkHTGyKHeAKV,1992-03-27,2012-12-04,5025481609,2406,2018-07-14
3,QkUZLSMKTxOsrrspdBjgAWMlhAMksLoemlubttEoLtozFXMuIqcfnXFZCyMMYErHLVgpC,1997-01-21,2021-02-03,0542163431,4188,2021-10-19
1,saiTkoRXDXPTZSNGkkShqwIBUdfHHcqEnaznWmetPQVGqeJOYNhlyf,1981-07-01,1990-02-02,2106938811,2192,1995-04-15
2,cmFKJZkyiDzhTAZJJxXdgUZcClp,1994-09-13,2005-04-14,1289017331,440,2016-06-03
3,hYWjBaXjONZRFpItqTdrGHFKFtcouPOdKEsEZAVrSvBGxbDPvHQBlPPEIzvCiRJhTxPagFtLmLKSRfQYTfQRlqYEbl,2005-05-25,2019-11-05,3405409136,2777,2020-09-03
1,hxuzLaLzLwyOtKhJbmFPQWoNXmCIVSYypAwsngGNfjSlLRCfdnZEXUYjTQIdfGQkYOYtyPkZuL,1982-03-03,1991-07-30,7615122177,4479,2018-12-28
2,HttDQLcawQsADIeAyjqMaiSrTULSHrIcwqMCMvYHchCcEJOzmBdUtNlVSZlZlcDlArTvenhhFQYilkuuCoEQjEp,1978-07-19,1993-06-12,9540035522,2474,2015-10-29
2,lmxhspLhCXEfUwoQhKLOOlWxzADZWkyOdibeHvALdtGxnpZgHuJnlEjIKosJFWkNuRCUlUiLjDs,1969-05-17,2003-07-03,9820114938,4689,2016-05-07
5,KeNxGbMTPciauUTdUqOF,1967-03-29,2010-09-21,5158251663,1467,2014-10-30
4,eleHzAyvmlpZ,1974-10-29,2011-06-04,5743806586,655,2017-12-03
5,LInlONLzOsvefpvNmSZO,1978-11-05,2004-10-19,8814564969,574,2022-03-25
0,kLpFNQAzpwtoVFOhJpogNeEPdJYistyfAPfVweIecX,2017-12-14,2019-07-18,3861654401,3135,2020-12-03
4,bmrYPHjdaOdzaLsHxwEtPPsHuUJQCJIyZVydXpCJKDkEAPhErHhaQeCcpAQhnLitDRvkDuNpjGxKIfbHXRuO,1989-07-04,2009-11-10,4213185476,3647,2016-02-15
5,qiAuwfErjOWkwwADGBRMbVZJsVxRIlPjloJvsUkAuVbySSpqrOinjeeKIjFzVrMQKPe,1972-04-13,1977-07-31,2755748999,3726,2008-04-17
5,nljxvoBVyhAWwUDEzJPwDLiMqbmEUlXWsub,2019-01-06,2019-06-18,6330778050,1694,2021-08-26
4,nmjRTrsHACLaESboXTkMcfRuUyxCNzJkHnFHxhmXsCIkbKyxPjrQOLTnTxEZANEfuwMQomdurnbKoAoEztYYPKSBTUGpsWM,1969-07-17,2010-10-30,0394295907,2979,2021-10-07
4,XSacGzgzwacbWosuOsVRHAIJVmEMGsLBpQAYtoyixsykYMLOpJUolLAvTsRAtVHFcaHedsPANPdtbyKXGIFzAP,1981-12-16,2016-01-26,2134641925,1801,2021-09-02
1,SlBpPiFyptnHwluEhMnisNpJcIJHrQeQQzwDAuhpkCQEKSExkSHHmIUKWyPjrqlpm,2004-02-19,2015-07-18,0310189542,2596,2021-08-08
5,PlEyRMLEvtAIhdmvjeBZwnQmnWUdgLrpFd,1961-03-15,2005-01-14,8508544450,438,2014-04-12
4,ygHHvcDEAXWLnRPHlHTIHDbYEQhsXSjeRNOqWknnzpqZPcUFnGkccvfzlEYtAHqmpEAoTcqmYfMwYPgRLUyuahHScnsODHl,1976-04-05,1991-01-21,2247929932,3328,2009-06-09
2,NbAGhKzrDttwXoAQKxiPSCdmwHxdlgSWjy,1965-10-06,1968-11-14,3018391406,1712,1972-02-02
4,vuRCSgcLNyGSLYSHovbttFiuECcBiJKIMxEOUcHwKuZmnlxBq,1974-04-09,2022-08-10,8107950111,2770,2023-06-22
4,OpZBshAJOAYujAcdnxieHPyGFetbZchdMkDZpUGpQVFZGXhJrSivflSisMrYWnkaOmkwPysusLDBD,1982-03-26,1989-04-24,9564280981,906,2023-04-07
2,VfzWGFTsTNzrVYTSNvYlcwZPZCjEfnREscTamaPwZjAJiNhajeHVEoGkseFqsAcFEmnsFRhGmeqpDXqnhpPeMaPQngcAsUs,1998-09-27,2020-06-16,2737864429,1275,2021-10-24
4,VbZpMKeIEiBExuqQuBKQRNvfgyXQKRS,1991-06-06,2015-01-01,2981794479,2162,2016-12-10
0,WjCzXeArUZaCPbyJcYNTvHYVdVpGOewggrcNFgPWZnLRAGwJoWikKlWriGGXwCOGZfJRWhEZqqJcTTEzKlkZzlIKBuQgIZlJUyY,2018-05-13,2021-01-15,5741066171,1473,2022-03-20
2,JllkZyFfEhhKiuikrqrOfXNDvTxzfk,1991-02-10,1991-06-06,5966731694,3786,1993-11-15
0,SngljugirRdLXTPVuIBoyReinYLExXVdfItlMMyCdcfbkMGSvbiCNZhEMqAlkkmVKviMgEZjsTcki,1979-06-28,2019-07-07,4547623058,122,2022-10-26
0,rtuMhwTvAUKAWcHJHSfFtLSmcVqOEKuNtlUdJizcFvWhlcYXGKEDRVOVYaywJFAlL,1965-01-17,1999-04-09,6832770211,3334,2003-11-15
5,EMkhxgwYnCAxkpWzborfGBUyFXCzCEyGnGNFabgkfhynsbZBVKqoBXPiqOjQdusaAFsEQ,1984-03-03,2010-01-16,7264584084,4335,2017-08-16
3,JhczabbauLaCxVztHIvQYkqxKIudqChHsarVcfvWnyyDHOSn,1977-09-18,1986-07-06,1869749019,2089,2019-11-18
5,cLCgVbrYbXLnMaGQvalbHmghSomQzkdDUhbaKUQdFtehaevbOnZHKVv,1969-04-11,2008-01-12,1162028780,74,2020-06-11
2,scyElcUhLSJsTjCaievVwTTHQfebsAUrVXcZaMBYCOaOoCifVWsZfB,1972-05-31,2012-11-18,4277981930,1106,2013-04-25
2,gjYpbbSNicesOshyFmKZBYrsDlfMrNUqDTYRN,1978-04-05,1986-02-01,2131732448,1222,1997-05-26
1,KHgEtcXjuZgfjYydeVzkXdGlIUqoQcoxANOsEEcIc,1978-12-19,1998-09-18,0722490295,1018,2004-08-21
0,qTMmBLdMsARbIboUeVstFE,2000-12-02,2021-12-21,1476468525,3625,2023-01-31
5,TnEPtKynytYCMCBrvLzRQMLVoJgMOBjqLkujmmbYlrGADXXgSWwZUvILQqEmUpFgy,2020-07-30,2021-09-06,7340867705,4802,2022-01-18
2,KaXaqLgSvNjnDZSbWujsbGnAePrrueqyViScehVWkniHBJAncigQWGkjnhuTcYgkrYEBvJaYGeJVq,1989-04-04,2000-01-03,9517701716,3102,2019-09-06
0,ttpyfeoWTvDaUIisVnuzEdeGofifOjbbmlXnhUWvNltiQrJNzUFTxhYQsgLHmebSuSXrjAGvPDxgJyThRsFa,1965-07-23,2022-02-18,4290315573,3442,2022-11-22
2,zQZhwpRmKpgeguhuNxjyNYINOsZMTjxEpnPgHOUZGtBNqyuLCkCgObgfEsONSbKQEOfITbWleYVSRNkxNdaddsAVRewIRAbijC,1964-03-08,1993-09-21,8204229892,4884,2004-09-27
0,UKGqiifnveRRqKlFXoBripuPzAxUPinzIURVdZgAHJfrAuepnPTNpsclxiVjfjsLelxGDOnxCKRrBUftSSKrFtHZyO,2011-04-26,2014-08-25,9142592352,4100,2020-03-30
4,YMRBjPwTeTbhdxbZBGbHhGCslbMfTQLWsafvyAwUsKMF,1990-01-27,2003-12-21,7699388255,659,2019-10-01
4,VnAZGzbkwSzzhJcjLUyJZeDdBEipugOXMouBYbNATkUVYMoStPbaGDeQaHhHqkyqVAxjhabPd,1989-05-12,2004-03-12,6909311998,1565,2011-04-26
0,mUnJAIkHiZurxKHHDpzOQsjpsNBNjtWGCieXmekOhYSMpYmuOElWLEwXeJFOXZZzqITLEhuZrVVFZfFnVoceLyq,1986-12-26,2017-01-26,3472345695,3776,2020-07-16
5,MOCUKBFfMfSPdbdcWjsOujahAzwuhzgMHsdMHbShOaPdQLMhxcMGjDfcSXRMdU,1974-02-26,2017-09-26,4234249379,1245,2021-09-13
5,KNZICBRfhexAdlheKPShEudpUQZKuQAPwYLGISAWSZUWBHRPlyRNhqTewkfpyDXYCtwRQ,1968-08-11,1979-06-05,4718857295,657,2004-10-10
0,WfUEDxYLKDWfgirIHhjGeWIoMuJJGWIXkouCQbtsKOzaeOwcbiOHihsiUHAKqqdNslZYlzrBmZaYPUQE,1981-08-06,1989-09-05,3320632459,1992,2003-10-14
1,idZxjlUUyEwnElLByQgmdbiDvJkWODxRWABTpqbUMSzwDatBuQaWOpfwdxPndFiRFTvByzouZVIOQMBYmRawepfT,2010-08-03,2011-05-30,0433432744,4422,2020-02-05
0,pAzNHVfVTEDNvOpncZ,1997-12-07,1999-10-30,7443401158,3436,2015-02-27
1,gayljXZoTKSDaTGVQjmSJjcDvxQzgGVJWjSvKknLzQzrsXMboGPwGxsfFsDxO,1954-02-19,2021-04-28,4936789239,4359,2022-03-23
0,nmSmRINDLGCOAlZAFkvGEDYffxNnKhQEHCdjAwOswGcULbPcAtzwfdOhAqoBLSvCdxqYPSMKWhu,2005-04-17,2015-02-01,5569715000,2699,2016-10-20
4,rDOVgcJZErtVOdotbxCpbodaHLpVAisnKXfFYTKNPALuImkTVGjJekzGZHKwJJjrLdEJrOUjeSMGPc,1982-01-13,1998-04-06,7225146191,3590,2022-01-01
4,BfCxbHgGXjodzPlUztpugCBweROEyZOoeyrHwYlFktUMTzzenFAgZtMebSQeCnPowGWgOTfNiRrPEpjFwbTZDeKZDXMi,1977-09-21,2008-10-11,2875983300,1717,2012-09-30
3,konqAxybLmngEy,1972-01-24,2019-09-16,4454404698,2343,2022-08-12
1,ZVpyWGVzsEcrJxPBOXCrXzJeDmOaLBqbXCJFVVeeRWRobqXBZzQNivJrwSoOUlOHldiNpcjTVkyMMBVzYaqbDkSrlge,2022-01-03,2023-01-03,7928788793,2503,2023-06-11
1,xhEZsvIMpNXOWCLHjgriyPQuPudpzcUAgjOO,1967-07-19,1992-05-07,6896926875,913,2005-09-11
1,PgYWEAhaYDNmKRnETHBHCRteDFGgkFldRZLvquxVRdJvbNQnEhagdPLkvTfksAApkCPVUGKNRErJpQ,1982-03-06,1993-02-26,2384732872,1467,2021-11-16
3,bDfrYjawDFpcGTyitsSoJnFfenPxhRhQmdraxQCNUbtLexpomGdGtaajTeskkMRiYMODSneEBNG,2002-02-01,2015-04-18,6915578170,4505,2017-08-14
3,mPEaUFqgDtFTgEehWsIjWwFrhyIEgFEYgKHViEEdSlitUKCOKmiWYsNsGnSRamSKBfLlsmydXGwZckjbmVhJBGJvcurGBXIFfA,2022-05-30,2022-09-23,3124365648,3995,2023-04-25
0,ECcodmweUEJUzQsOHJleDYWmdXXUDZmlBKOMEo,1966-07-26,1977-11-17,5920950029,1426,2000-05-25
5,QZNhflmkiLUvVOSvJfCJxkQUgUudIsfrdTjSrIWbhWwMhNDzwVRlrvYKmdYwagFQdGDvUCLfCFhJIkMykfofOwxzGZWOXnBIqc,1952-09-03,2014-08-28,1521636796,2911,2018-04-19
3,xhluxKfTOPTDPLADArTMSGnBpvLZzAfux,1952-04-25,2003-08-08,6070910906,3999,2017-09-28
1,GMUxJLHlukjCOnPyZTFHbfwtxILtiFuTnmDzEKmcNwrCAqehmDpSZfBGgGpXtrOoFmmKppzWDV,1956-04-14,1981-08-08,2318179732,2513,2009-11-08
3,gagpWINKZrguYHfYBpeMUtjYEOuIplWJMcUDPhxSxfdiFaUEwKPkpxoGUUCCLILgDRGvJMJEPVFEcpGrFLz,2008-07-01,2018-07-19,3297029549,4434,2022-07-31
