PRICE,RENT_STATUS,CANCELATION_PENALTY,START_DATE,END_DATE,GUEST_ID,RID
970.88,Cancelled,620.53,1984-01-11,1991-07-22,9191978926,4292
760.98,Ongoing,528.55,1972-12-23,1986-04-21,6415867979,71
809.24,Cancelled,26.25,1979-01-26,2013-12-11,7166729963,2101
629.12,Cancelled,34.58,2012-11-02,2017-01-21,8358594612,4355
336.48,Cancelled,185.6,1961-04-12,1971-07-15,4347988683,2631
109.66,Cancelled,16.13,2002-01-01,2011-02-10,3802947905,1026
963.97,Cancelled,582.41,1995-11-11,1999-11-03,9960299376,2885
386.96,Ongoing,3.72,2023-04-07,2023-04-10,1324886494,2988
440.98,Completed,409.99,1963-08-16,2006-10-16,1038120369,1898
592.12,Cancelled,525.68,1996-09-23,2007-05-28,4476573880,4220
814.55,Cancelled,416.79,1956-02-08,1985-03-12,5501493875,3849
573.01,Cancelled,277.96,2019-10-22,2021-11-24,5958427970,204
64.47,Ongoing,8.41,2008-04-16,2022-03-01,1165979599,1355
656.14,Ongoing,309.11,1980-11-25,1984-02-14,1556607369,1197
49.72,Cancelled,38.92,1954-09-03,1988-07-10,9762617022,1203
43.22,Completed,23.66,2003-06-26,2010-01-09,6495972176,1166
509.12,Completed,264.62,1975-08-18,1995-05-21,6078221985,1727
198.51,Cancelled,37.33,1968-06-30,2003-03-28,7792283049,1357
160.52,Cancelled,19.13,1991-10-04,1995-12-11,5463901469,2690
965.68,Cancelled,569.81,1961-11-03,1966-11-21,1273353648,4604
373.45,Completed,99.51,1979-12-21,2005-10-23,8685968183,1279
874.42,Cancelled,533.11,2022-08-31,2022-11-12,0235590369,4354
988.71,Cancelled,791.99,1979-08-02,1982-11-28,6036940905,776
292.58,Completed,108.83,2020-05-04,2021-07-20,2047342147,2015
411.41,Ongoing,388.54,2021-03-06,2022-10-13,7225033543,3489
999.18,Ongoing,827.74,1971-12-19,2016-05-25,3702933114,2597
99.15,Ongoing,40.05,1973-04-01,1981-08-16,5803977296,2310
423.61,Ongoing,2.22,1959-01-19,1972-01-08,8390339390,3965
210.54,Cancelled,10.31,2002-06-02,2007-05-15,3290992737,4625
403.89,Cancelled,161.67,2004-12-13,2014-06-23,5057681275,3856
30.77,Cancelled,13.63,2005-11-03,2019-06-02,5478433726,4265
84.8,Cancelled,54.14,2013-08-26,2020-10-09,5107758895,4113
698.14,Ongoing,660.46,1992-04-27,2009-09-08,2993539622,141
165.11,Cancelled,72.44,1998-08-08,2013-07-02,0171488926,1002
110.07,Cancelled,13.52,2014-10-24,2020-03-17,3542652358,4640
519.82,Cancelled,285.73,1983-06-09,2017-05-27,2968573388,3816
551.85,Completed,95.96,1990-04-02,2013-05-02,9836353907,3397
883.12,Completed,378.27,1985-09-17,2008-09-15,8311177452,3623
684.29,Cancelled,266.85,1994-12-14,2018-12-09,9958434038,4657
724.98,Cancelled,285.61,1997-04-05,2021-08-06,0062367336,1433
354.51,Completed,306.95,2020-07-30,2021-09-06,7340867705,4802
27.7,Ongoing,16.62,2003-08-08,2003-08-23,3480762616,1457
977.04,Ongoing,536.62,1998-09-15,2019-09-28,0102089743,4192
850.45,Cancelled,255.92,1966-02-24,2014-06-23,3360547270,4398
837.14,Completed,15.48,1970-03-14,2021-11-19,1131930345,2782
517.56,Cancelled,205.13,1992-12-28,2003-09-25,9374643864,315
693.87,Ongoing,398.51,2013-07-15,2018-12-11,7582954240,2336
762.28,Cancelled,147.02,1970-03-01,2021-09-15,3533273068,448
252.06,Cancelled,137.91,2011-10-13,2013-07-30,6734828910,1363
932.7,Ongoing,411.49,1995-03-29,2017-01-20,9083648076,3400
465.31,Cancelled,150.31,1996-07-14,2019-11-06,1234531364,373
769.06,Ongoing,556.0,1957-07-25,1988-10-25,3532220208,4351
570.77,Ongoing,227.38,1996-08-27,2016-12-30,3334614635,4836
362.56,Completed,177.88,1978-02-26,1988-05-16,6340491744,1773
319.87,Cancelled,224.57,2004-11-09,2023-06-23,0345353392,3406
466.05,Cancelled,219.19,2002-11-09,2014-03-06,8870512697,4331
794.16,Completed,292.96,2004-11-25,2005-10-12,3858491260,3958
732.76,Cancelled,289.85,1969-08-18,1969-12-19,9259108712,1203
242.86,Cancelled,48.99,1958-03-20,2010-03-18,2974749025,3718
116.43,Ongoing,4.28,1955-01-07,1990-10-30,7221193885,3606
443.69,Cancelled,403.29,2000-10-28,2017-12-08,9772346200,38
485.82,Cancelled,154.66,1962-05-26,2012-11-03,8499200787,2311
119.19,Ongoing,1.69,2016-09-17,2018-07-10,5284675533,3022
656.6,Ongoing,611.32,1967-07-05,1978-12-29,7191433260,757
59.08,Ongoing,35.04,1984-01-27,2009-12-30,8494393136,1098
869.93,Cancelled,703.75,1955-11-17,1965-08-09,5601884861,1306
511.59,Completed,27.98,1962-09-23,1968-06-01,5532834145,3860
550.29,Ongoing,92.34,2013-03-08,2021-01-30,2868082959,1162
152.57,Ongoing,102.22,2008-11-30,2021-11-15,7271783002,1562
65.41,Completed,44.95,1982-01-21,2003-01-15,5025481609,4734
318.19,Cancelled,284.0,1961-04-07,1997-12-29,7784120008,2142
974.41,Completed,69.81,2008-11-19,2021-09-18,1314094366,3567
903.45,Cancelled,140.92,1959-02-12,1967-07-18,8674653982,3618
5.02,Ongoing,3.56,2014-02-10,2022-07-17,0377071129,4555
465.58,Cancelled,396.06,1998-05-15,2009-12-21,2406145039,3217
453.3,Ongoing,323.78,1992-07-18,1994-11-23,4552325235,90
227.48,Completed,217.05,1975-11-04,1984-09-17,3619132940,4846
218.97,Cancelled,193.93,1990-02-07,2008-09-21,4631431583,952
322.18,Cancelled,312.54,1964-03-02,1999-10-29,5519199560,4302
757.87,Ongoing,179.07,1965-11-12,2014-07-31,0368649397,2655
363.96,Completed,145.32,2020-06-28,2020-11-25,1117402929,4
847.09,Cancelled,170.44,2018-04-07,2020-02-15,1600805846,3217
244.88,Ongoing,240.33,1974-06-21,2002-09-16,7483304513,4056
888.23,Ongoing,748.76,1965-07-23,2022-02-18,4290315573,3442
133.89,Cancelled,107.36,1968-04-14,2016-05-14,5548420408,1284
832.45,Ongoing,284.49,2023-03-20,2023-05-27,3989243755,1179
149.85,Cancelled,30.84,2009-07-29,2011-05-24,7141531259,3424
547.01,Cancelled,133.86,2008-01-15,2022-05-22,4577883019,1769
131.95,Ongoing,34.81,2017-06-12,2020-05-12,6571195566,4628
114.55,Completed,83.82,1950-07-31,1987-04-17,3027150720,3683
660.53,Ongoing,587.65,1984-07-10,2016-11-07,8245645071,3456
329.11,Cancelled,38.37,2011-03-21,2016-07-06,4372590173,4204
258.58,Completed,9.38,1982-10-17,1990-07-07,0408898277,4718
815.09,Cancelled,557.96,1972-01-31,2012-12-06,3098842784,595
512.95,Cancelled,479.06,2022-11-04,2023-02-08,2857129278,2809
542.41,Ongoing,502.63,1980-05-06,1984-10-02,2855303174,4596
595.9,Cancelled,495.74,2020-09-24,2020-11-12,5151851442,4797
122.38,Cancelled,52.56,2004-09-08,2015-05-16,1217108511,2257
452.02,Cancelled,63.58,2017-04-02,2017-04-23,9466250844,2548
692.75,Ongoing,607.48,1990-06-24,2023-05-15,9624156966,3084
345.22,Ongoing,333.05,1954-09-27,1962-07-06,1113440600,3683
191.88,Ongoing,3.47,1992-01-04,2015-08-19,2109072485,2371
201.14,Cancelled,7.12,1951-05-02,1969-04-02,6053142780,606
255.02,Cancelled,36.21,1990-10-18,1999-07-19,4889643113,4275
407.78,Ongoing,130.46,1961-01-06,1975-08-25,8380845314,2607
357.95,Ongoing,85.66,1965-03-28,1995-11-22,9201613724,3525
239.99,Cancelled,29.16,2019-07-27,2023-01-29,4412617990,208
285.0,Cancelled,49.43,2022-12-17,2023-03-08,6985765724,1896
309.7,Completed,293.36,1978-03-03,1978-04-04,8869929864,1390
817.69,Ongoing,47.73,1951-05-23,2008-04-16,0519228247,923
191.87,Cancelled,141.63,2017-06-13,2020-03-02,8523305550,972
963.23,Completed,218.29,1978-12-12,1993-02-26,0141720142,3898
978.11,Completed,360.23,1971-06-14,1996-08-01,8843949995,581
832.21,Cancelled,707.74,2017-06-09,2020-06-14,3433153948,1623
605.67,Completed,0.4,1955-02-23,2021-11-03,9611647252,2441
50.17,Completed,28.03,1968-08-15,2010-05-13,7198466374,4432
344.81,Cancelled,193.28,1990-02-22,2014-02-21,5239964622,2872
948.64,Cancelled,73.48,2022-07-11,2022-11-14,6129274388,1190
583.33,Ongoing,505.44,1999-08-27,2023-05-20,3958964756,3314
929.27,Cancelled,481.77,1963-02-07,1997-02-24,6745050061,1606
982.75,Cancelled,963.55,2003-06-21,2007-12-07,9263217427,2484
988.92,Cancelled,634.83,2021-10-25,2023-01-19,8215002437,4479
750.5,Completed,556.91,1950-05-22,2008-08-24,7435570327,2793
343.68,Cancelled,111.44,1977-09-24,2008-12-23,4980420724,1298
722.46,Ongoing,267.47,1968-08-04,2008-05-11,5763111322,3533
947.53,Cancelled,369.05,2006-11-15,2022-06-01,7728310619,3340
750.63,Ongoing,416.63,2022-11-08,2023-02-27,2564420166,44
196.35,Cancelled,124.43,1959-10-22,1963-08-26,9762812047,3336
560.61,Cancelled,528.71,2014-12-14,2019-11-02,7549715989,3737
389.88,Cancelled,196.54,1994-02-20,2014-05-23,4762301771,2286
402.1,Cancelled,204.39,1986-10-03,2003-10-20,0073815326,3946
413.69,Ongoing,146.21,2014-12-03,2014-12-12,9820429810,1619
229.0,Completed,117.03,2002-08-01,2013-06-24,8636126866,2189
691.24,Ongoing,463.68,2023-02-06,2023-03-16,9818891244,4436
490.21,Completed,250.85,1998-10-31,2019-02-12,6513182975,1277
174.2,Ongoing,21.83,2019-04-21,2020-07-15,8945161657,969
366.32,Ongoing,323.61,2008-09-25,2014-05-24,4136696091,4200
559.25,Cancelled,56.44,1998-04-06,2000-03-07,0505168141,4996
998.69,Cancelled,426.36,1984-07-11,1994-05-24,5420836465,4691
210.22,Cancelled,203.86,2021-01-26,2023-04-29,1980214648,4858
192.81,Ongoing,79.76,2007-11-18,2021-05-19,4350567442,4227
830.88,Cancelled,335.63,1958-11-02,1978-05-08,3205502136,3229
572.02,Cancelled,523.27,1993-09-24,1996-07-23,6420793857,1463
931.99,Cancelled,855.43,1956-04-20,1992-04-21,6784260102,2325
748.52,Completed,647.09,1988-07-20,2010-11-25,5616796068,461
129.08,Ongoing,23.51,1954-03-21,1974-08-02,0672721606,2849
376.19,Ongoing,329.97,1981-09-20,2017-05-14,8122462671,3395
240.78,Cancelled,64.49,2005-12-19,2019-12-03,5726311083,737
674.8,Ongoing,346.9,2004-09-27,2016-10-27,3304932186,3053
265.84,Ongoing,97.47,1976-06-05,2010-06-30,2758795570,813
131.94,Completed,88.25,2022-04-10,2023-05-12,4514928853,4397
18.89,Ongoing,7.06,1979-12-23,2008-05-22,9048103712,1352
428.49,Completed,370.91,1994-04-04,2019-11-22,0478317232,2409
94.59,Cancelled,29.4,1957-03-15,1973-09-28,0369337543,4549
979.95,Completed,151.32,1996-05-04,2004-11-08,2206180246,4191
313.57,Cancelled,265.55,2012-10-22,2015-06-28,6403416654,266
858.65,Completed,679.11,1997-05-10,2012-12-30,5781954723,3429
998.15,Cancelled,921.71,2016-01-01,2018-02-26,2155649577,4767
540.99,Cancelled,512.6,2005-05-13,2014-03-30,7000665963,1834
304.56,Cancelled,68.41,1964-05-17,1969-06-16,3132962702,4231
321.65,Cancelled,102.9,1978-05-09,2010-02-24,2031985333,643
613.67,Cancelled,175.67,2020-01-25,2022-05-03,6379213565,2527
706.65,Completed,489.54,1959-09-22,2008-03-18,9334288873,1718
224.57,Cancelled,193.75,1970-11-11,2019-03-15,5201401799,4785
347.81,Cancelled,267.45,1999-09-18,2017-10-03,5462255843,3211
611.24,Completed,483.66,1951-12-07,1969-07-05,6468982966,698
221.43,Ongoing,130.56,2007-02-27,2008-04-12,1768340952,2024
369.37,Completed,139.36,1979-10-04,2010-04-21,5926033668,932
436.7,Completed,273.55,2018-01-05,2020-11-09,8460704622,4984
869.24,Completed,218.91,1956-07-02,1957-11-14,5473344174,1560
84.57,Completed,2.85,2007-10-16,2023-01-11,5799505805,4802
587.0,Ongoing,120.0,2021-10-25,2023-03-12,7098507939,1132
452.64,Completed,175.93,1989-12-23,1996-08-14,1694450726,4620
84.83,Cancelled,76.6,1976-09-27,1994-12-24,0082940305,1126
773.57,Cancelled,596.99,1952-10-18,2018-03-14,5224061624,1458
546.08,Ongoing,75.67,1999-07-21,2021-10-26,4553175107,1526
379.51,Cancelled,85.78,1960-01-15,2019-10-31,0047527136,644
498.97,Ongoing,307.3,1957-11-08,2000-05-26,2791809106,3225
541.2,Cancelled,476.44,1993-03-18,2001-05-13,0495425665,2634
90.99,Cancelled,78.18,1956-08-01,2014-04-24,1139564101,2564
400.1,Cancelled,233.11,2004-02-19,2006-11-17,2942426159,4103
784.25,Cancelled,319.11,1970-05-23,2017-10-05,1616987692,1550
367.67,Completed,219.02,1953-11-04,1954-08-04,7178797448,4499
240.45,Cancelled,179.25,1995-10-30,2002-12-24,1980725318,353
532.22,Completed,192.3,2000-10-03,2005-04-11,3450229463,244
241.25,Cancelled,101.6,2000-04-16,2021-01-03,9170737883,2268
664.6,Ongoing,4.98,1971-05-12,1997-09-06,6320263771,5000
812.67,Cancelled,143.36,2020-09-02,2023-01-12,7095449135,4458
198.66,Completed,145.78,2017-01-05,2018-10-05,6891539606,2643
874.69,Ongoing,673.26,2010-08-02,2021-11-05,0811538554,4079
204.13,Cancelled,99.54,2000-10-01,2010-02-09,9956807499,3283
872.41,Completed,75.83,2021-09-26,2023-06-08,7893381153,676
308.45,Cancelled,48.68,1998-04-07,2023-01-09,6462415091,4678
338.02,Cancelled,212.08,2019-04-21,2020-08-05,0027785237,391
294.32,Ongoing,231.34,1955-03-06,1959-01-05,4214477563,1857
814.19,Cancelled,297.12,1986-01-18,2010-12-23,9096674161,2177
348.75,Cancelled,196.76,2020-10-21,2020-11-09,7822146598,4536
425.72,Completed,56.73,1962-06-17,1983-03-14,7098778084,3710
337.94,Cancelled,221.96,1986-06-11,2021-01-13,1935835887,836
210.3,Cancelled,67.3,1989-08-13,2018-06-13,6495019844,3018
771.14,Completed,45.58,1964-12-09,2007-12-16,0723697062,186
539.46,Ongoing,453.66,2004-07-27,2022-02-11,0089251447,4164
166.11,Ongoing,89.75,2016-05-21,2016-11-05,3312374964,2118
145.6,Completed,17.36,2006-03-21,2012-01-27,8175980317,32
84.32,Ongoing,13.52,2022-11-28,2023-06-08,5099809775,2369
729.64,Cancelled,481.9,1962-12-27,1982-04-23,6018467787,4583
764.8,Ongoing,114.42,1995-05-14,2008-12-15,4188332574,147
893.2,Completed,64.23,1964-04-28,1966-08-24,4700699987,1016
565.66,Cancelled,562.45,2005-10-16,2020-09-15,5188107238,2281
16.51,Ongoing,1.26,2018-10-17,2020-06-28,8643682581,785
753.21,Cancelled,69.33,1950-12-12,1959-02-27,7614339778,4627
930.83,Cancelled,364.15,1957-11-30,1976-04-13,8547891445,4693
902.3,Completed,389.15,2005-04-05,2021-06-09,3640282082,864
914.29,Cancelled,294.25,1960-08-31,1982-02-28,6734828910,3400
480.41,Ongoing,291.63,1960-08-23,2019-12-12,4264170144,4088
303.05,Ongoing,55.43,2022-12-11,2023-02-09,7751846271,909
207.96,Cancelled,0.45,2016-11-15,2020-11-08,8001977996,4744
681.92,Cancelled,355.6,1958-01-29,1996-12-31,2783919027,4359
255.61,Cancelled,192.31,1961-06-19,2000-12-02,9037110305,4618
662.71,Completed,416.12,1964-10-09,1989-02-23,9966232842,1710
537.6,Ongoing,199.37,1982-04-11,1997-11-18,5281652866,567
738.12,Cancelled,465.68,1953-12-24,2002-02-17,1831046646,3685
40.51,Cancelled,26.79,2000-04-03,2001-08-12,3518004277,1267
100.44,Cancelled,29.71,2008-10-26,2018-02-12,9008168799,3722
566.34,Cancelled,5.58,2006-05-29,2018-03-15,4309784528,2890
441.97,Cancelled,36.7,2013-01-20,2019-03-30,3462145546,994
739.62,Ongoing,583.19,2018-05-22,2018-09-06,1221131505,4117
220.56,Completed,175.46,1993-02-06,2021-09-29,9042395260,1627
958.49,Cancelled,575.51,1975-08-08,2011-06-08,1938968460,4864
897.79,Cancelled,271.74,1995-11-13,2005-08-22,7573809541,4809
745.41,Ongoing,384.76,1975-11-29,1997-07-27,4998323260,1163
643.77,Cancelled,435.37,1972-06-05,1975-03-01,3797207733,1532
760.56,Cancelled,318.95,2010-01-18,2023-01-18,8733434285,1100
50.85,Cancelled,22.55,1972-04-05,1992-04-06,5358562997,869
537.74,Completed,510.91,1977-09-13,2022-01-27,2167387706,2210
155.16,Cancelled,103.44,1995-08-05,1996-11-11,6521694652,3795
842.52,Cancelled,151.64,1977-04-03,1983-05-10,4500888023,1304
49.8,Completed,1.96,1997-03-29,2003-05-02,1524336356,4967
389.54,Cancelled,232.23,1970-08-09,2001-06-22,9838106315,4254
851.47,Cancelled,206.2,1986-10-05,1992-12-03,1296025380,782
688.27,Ongoing,382.48,1966-12-03,2007-06-15,7702243486,3075
366.72,Cancelled,189.41,2018-11-22,2019-04-13,0019132255,2948
735.4,Ongoing,512.8,1967-05-22,2016-12-13,1033308432,4410
321.22,Completed,102.96,1991-09-06,2022-04-24,3936877448,4185
963.98,Completed,637.51,1965-11-22,1976-01-27,6481440454,4899
934.37,Cancelled,775.91,2004-03-01,2004-06-08,8464933379,4907
349.79,Cancelled,118.34,2020-03-27,2020-11-12,4077211370,2393
699.82,Cancelled,345.4,1996-09-11,2013-04-27,2062902708,294
698.55,Ongoing,220.01,2018-09-06,2023-01-01,6097560135,2400
409.12,Ongoing,339.86,1987-08-17,2008-12-01,4537902768,1547
360.54,Ongoing,213.32,1956-04-08,2019-04-01,5875192142,4273
713.53,Cancelled,178.09,1986-06-02,1988-03-03,6261854551,4907
837.96,Cancelled,6.87,1969-07-21,2005-11-05,0530146475,3415
972.08,Ongoing,552.25,1970-07-26,1991-04-05,0153645958,3272
885.27,Ongoing,606.18,1957-03-21,2002-03-28,3363722750,2539
796.16,Cancelled,726.85,2010-08-09,2012-10-10,1606415172,1536
911.76,Cancelled,499.11,1982-04-25,2005-02-14,5685680670,4311
931.07,Ongoing,822.47,1982-11-13,1996-05-05,0608608919,3723
630.58,Cancelled,309.47,1993-07-14,2020-10-14,2389053848,2981
579.78,Cancelled,286.13,1971-03-09,1991-10-06,3122901213,1949
39.05,Cancelled,6.46,1992-02-06,2001-01-04,6050647207,863
677.09,Cancelled,213.09,2006-03-01,2020-04-12,7770055148,2448
541.79,Ongoing,18.06,2001-04-21,2017-09-10,6263612955,2082
785.4,Ongoing,223.36,1967-04-01,1973-04-16,9517701716,2274
521.0,Ongoing,72.77,1980-01-09,2015-02-13,4632376508,2067
763.28,Cancelled,30.59,1993-03-23,2007-12-12,4268120325,4870
456.68,Ongoing,62.36,1957-09-18,2017-08-05,5392145232,3070
874.54,Cancelled,740.95,1954-02-12,1981-12-28,7967277580,867
633.93,Cancelled,257.07,2012-07-24,2016-03-10,4561416859,1497
165.72,Cancelled,8.23,1971-10-22,2012-11-23,3936877448,4561
690.22,Cancelled,448.08,2018-04-14,2018-10-16,3591291267,4833
246.06,Completed,161.71,1970-04-29,2010-09-10,3208855603,1512
60.75,Cancelled,9.57,1990-01-22,2018-08-03,5529990147,1633
819.53,Completed,475.74,1987-05-11,1992-06-30,3928834918,2344
4.18,Completed,3.96,1950-02-16,1975-11-12,5712161879,3498
220.81,Cancelled,57.23,1991-11-17,1996-03-12,1949295032,1459
399.84,Cancelled,231.26,1961-08-11,1993-04-05,7235441092,3976
618.62,Cancelled,38.32,2022-01-03,2023-01-03,7928788793,2503
232.26,Completed,103.81,1987-02-14,2020-02-10,0099135880,3365
423.05,Cancelled,95.16,1998-08-31,2001-10-30,3954513712,784
799.26,Cancelled,5.2,1972-02-29,2021-06-11,0615243970,1937
962.01,Completed,743.11,2010-09-27,2016-04-08,5442610134,617
854.25,Completed,676.79,2008-06-03,2013-07-28,3758220659,4833
389.2,Completed,199.24,1963-02-02,1972-05-23,3046815545,2338
384.02,Completed,33.22,2018-09-14,2021-09-15,8292848925,2084
476.16,Ongoing,196.19,1992-08-27,2021-09-26,6585204192,860
257.69,Cancelled,230.86,1953-09-27,2006-04-21,1394855697,1223
425.06,Cancelled,64.37,1977-07-07,1985-10-12,9186402345,608
403.6,Cancelled,219.91,1999-06-24,2018-01-09,1918113841,4755
878.98,Ongoing,448.25,1998-05-20,2002-10-07,0270462335,3245
74.46,Ongoing,30.39,1979-04-22,1995-10-07,8995827066,157
685.8,Cancelled,407.69,1985-12-12,1994-02-26,9698880739,110
862.14,Completed,506.97,1994-11-30,2016-07-16,2607177372,4441
90.65,Ongoing,57.6,1986-06-22,1994-09-28,6565369729,4554
947.72,Completed,194.23,1961-03-26,1968-05-19,9707615237,1484
272.37,Cancelled,184.67,1968-04-19,2022-07-04,1932113206,3808
463.66,Cancelled,401.86,2019-04-17,2022-11-06,5815874738,237
295.03,Ongoing,103.4,1955-01-17,1969-04-04,0609971528,2462
152.93,Completed,30.95,1967-02-16,1967-08-29,3174722814,2686
101.6,Completed,35.72,1987-04-15,2000-06-02,4500888023,4304
287.1,Cancelled,275.73,1978-11-26,2021-05-01,0559746987,2931
337.37,Cancelled,314.69,2008-06-12,2021-05-08,4727869344,3411
132.94,Ongoing,98.56,1950-12-20,1980-02-09,3962949893,2149
233.74,Completed,142.45,2011-04-24,2022-10-12,5524724916,2486
95.44,Completed,13.08,1974-06-04,2014-06-17,4044918201,3649
920.11,Cancelled,738.62,1960-07-04,2008-10-15,9336615964,4755
730.04,Cancelled,238.01,1962-03-15,1988-11-25,4307568916,4011
782.43,Completed,257.34,1995-02-02,2001-10-17,0290422151,3688
599.04,Ongoing,539.38,2000-02-28,2019-08-18,2145701745,4642
412.43,Cancelled,53.61,1972-09-05,1987-02-20,6445996557,1100
924.14,Cancelled,712.77,1987-04-14,2001-01-12,2109552823,3499
255.52,Completed,48.46,1955-04-14,1976-05-11,2962507043,3336
99.3,Completed,17.24,1984-10-26,1993-06-12,7959254097,4040
8.2,Cancelled,1.93,2016-05-31,2022-12-14,4374339566,1514
458.35,Ongoing,241.84,1968-08-21,1980-03-22,8569845271,20
234.26,Completed,36.41,2020-03-19,2021-12-20,0036428348,3983
512.87,Cancelled,37.35,1994-02-09,2009-08-02,3401009058,1444
882.27,Cancelled,800.47,1952-12-13,1992-08-09,9480363727,3080
82.73,Ongoing,54.12,2003-12-29,2016-07-29,6301020924,2278
15.54,Completed,8.1,1966-10-01,1980-07-19,5955056667,571
808.65,Cancelled,541.78,2008-03-31,2016-05-03,6351279713,251
11.26,Completed,0.83,1962-11-22,1991-05-30,8830305176,4026
55.16,Ongoing,42.76,1984-03-10,2009-09-21,4136696091,4463
742.91,Cancelled,213.58,2017-07-01,2021-06-13,5105729994,240
870.47,Completed,245.33,2010-12-30,2013-04-10,0868166895,4245
199.05,Cancelled,118.05,1967-01-24,1988-01-23,0521910622,625
529.69,Cancelled,185.27,2022-08-18,2023-01-16,6366143123,1543
470.31,Cancelled,56.41,1981-08-01,1987-11-13,1942374078,2468
480.26,Completed,30.73,1997-07-10,2020-03-13,6768121992,4212
999.17,Completed,316.63,1954-07-11,2008-11-02,4122604211,4149
605.72,Cancelled,585.01,1958-07-01,2020-11-11,8870512697,2753
744.95,Cancelled,353.53,1972-01-18,2017-08-18,2891571652,921
777.81,Completed,76.95,1974-08-14,1981-05-07,5055324267,1572
432.81,Completed,105.31,2007-02-08,2007-04-30,3300455522,667
629.78,Cancelled,100.13,1995-06-16,1998-01-01,1315071673,777
20.95,Cancelled,20.27,2006-11-17,2013-10-31,5616796068,902
613.49,Cancelled,173.4,1974-07-29,2022-12-24,3467862635,1722
150.63,Cancelled,130.19,1973-03-16,2012-03-09,1164320375,968
266.21,Cancelled,183.83,1974-10-14,2016-09-21,3104912583,3390
774.94,Completed,574.14,2012-07-18,2014-12-26,4537431952,3151
950.67,Cancelled,882.74,1982-02-21,2003-03-16,8233528003,3521
531.67,Cancelled,512.66,2006-02-08,2009-04-19,3755981220,1838
694.81,Cancelled,60.31,1983-06-01,2007-08-22,0977869751,1547
341.26,Ongoing,13.94,1965-05-14,2010-10-12,3502198524,1342
52.68,Cancelled,23.14,1983-08-06,2004-08-06,3503484424,925
878.06,Cancelled,502.99,2002-07-14,2007-01-05,0033159842,2151
773.63,Cancelled,559.75,2019-04-15,2021-09-18,7783442680,2822
981.7,Completed,188.42,1962-06-15,1993-10-11,2018756962,3073
62.69,Cancelled,31.09,2011-08-02,2012-10-19,1838726628,2996
666.45,Cancelled,142.56,1982-05-05,2007-08-10,3370441352,2288
782.63,Cancelled,413.17,1967-05-23,2014-04-25,0860956392,789
273.73,Completed,173.24,1973-12-31,1984-06-21,4161019995,4385
905.47,Ongoing,137.53,1955-11-26,1993-04-25,4745384745,2554
2.58,Cancelled,1.03,1988-07-14,1989-06-08,9969275835,603
233.4,Cancelled,7.73,1961-09-09,1970-10-20,3131270536,3099
879.8,Ongoing,833.74,1970-05-11,1978-11-11,6131976901,3743
186.97,Completed,114.24,2015-11-17,2019-04-02,9943362934,585
864.52,Cancelled,734.07,1994-09-02,2002-01-03,4157897950,1275
68.82,Completed,57.61,2022-05-12,2022-07-20,1446510743,56
110.12,Ongoing,39.09,1964-06-15,2012-02-13,0851261975,873
54.01,Cancelled,28.68,2021-04-03,2022-06-26,1135483475,4037
933.64,Ongoing,928.18,1967-03-16,2008-07-20,0816104373,3103
248.47,Cancelled,67.55,1952-03-21,1978-06-17,0932762399,944
183.46,Completed,93.01,1999-12-17,2002-11-10,1335911793,4018
209.25,Completed,154.17,1990-10-29,1994-08-28,8809293638,4865
703.15,Cancelled,282.53,2000-08-19,2009-02-10,5041484430,3612
844.44,Cancelled,799.2,1984-03-29,2002-08-28,7191687591,475
17.96,Cancelled,12.12,1992-12-21,2000-04-20,9660068117,450
668.74,Cancelled,447.22,1956-08-10,1978-06-02,7392031762,878
908.91,Cancelled,861.64,1970-12-12,2002-04-28,9353826242,437
249.05,Ongoing,182.37,1959-10-21,1998-05-08,8329124531,491
542.97,Completed,218.16,2004-05-25,2007-07-19,4698215461,138
700.3,Cancelled,101.47,2020-06-11,2021-09-27,9065820714,29
10.89,Cancelled,8.77,2003-01-09,2004-09-26,1318867575,2597
601.86,Ongoing,171.78,1955-01-15,2004-02-01,7607579917,2245
197.48,Cancelled,64.62,1981-01-19,1988-01-17,5196676264,1730
522.8,Cancelled,224.9,1959-12-08,2020-05-11,4266667603,3040
624.83,Ongoing,202.33,1995-04-09,2021-01-19,6862384142,1874
430.09,Ongoing,163.65,2001-12-04,2014-08-28,9899260574,4192
406.91,Completed,404.52,1967-07-28,1991-09-21,9719672539,542
896.1,Cancelled,341.32,2005-12-13,2021-04-15,6468982966,1791
873.58,Cancelled,470.93,2003-06-05,2004-09-21,7412110558,4927
750.56,Cancelled,25.52,1984-05-17,1990-04-26,9987626356,4845
31.05,Cancelled,7.08,1952-09-03,2014-08-28,1521636796,2911
59.12,Cancelled,33.31,2020-09-18,2021-03-02,4250645521,3340
663.42,Ongoing,374.93,1970-03-17,1970-12-09,4666228732,3210
584.58,Completed,308.99,2005-05-25,2019-11-05,3405409136,2777
48.57,Ongoing,26.81,1989-12-24,2010-10-27,5861660096,4263
45.51,Cancelled,23.34,1961-12-27,1997-12-28,7659808887,3931
523.01,Ongoing,507.7,2013-05-27,2020-04-03,1907803170,242
549.1,Completed,278.42,1998-06-12,2005-03-12,1941123834,116
827.4,Cancelled,751.45,1963-08-29,1982-03-03,5037370637,3513
699.21,Ongoing,531.69,1966-07-15,2001-08-17,4384736868,4540
396.43,Completed,283.04,1999-01-03,2022-10-13,1787633816,1166
