residence_id,host_id,arrival_time,departure_time,repair_fee_per_rent,base_price,max_capacity,number_of_rooms,area,residence_type,accepted,ownership_document,TITLE
3708,1851052396,21:23:22,00:48:17,126.67,698.76,4,1,939.88,APARTMENT,False,"('RhQEx', 572625835397725635906185)",MXDiIeR
3709,1200277282,12:55:33,00:47:03,394.47,339.83,6,1,893.79,HOTEL,True,"('AXBQGKdtkyN', 1020899881672976081473757)",sydcpGrTT
3710,6094333035,19:53:12,10:58:11,541.59,840.34,9,0,390.67,VILLA,False,"('PmLb', 1153753277129173841231154)",JYiDk
3711,2794359890,12:53:02,18:52:39,91.25,837.54,8,1,542.29,HOTEL,False,"('VBFBPt', 1146277566454277094596104)",VOHch
3712,5702040977,01:58:19,22:49:40,12.48,44.09,10,2,568.23,HOTEL,True,"('ezEDnXXp', 238049665020463722141352)",kIvqoGRfxJHn
3713,1922422093,10:01:03,17:38:18,19.15,193.65,1,3,835.36,APARTMENT,False,"('JcV', 708816339139854749525490)",htkbQlRgLHnG
3714,5742519249,22:53:52,05:46:50,412.09,597.13,7,4,782.07,VILLA,False,"('BRVALhe', 305241229245970430157204)",fd
3715,3379976526,16:42:52,08:42:06,284.78,902.91,3,0,362.25,HOTEL,True,"('bRGx', 556395957778140459021812)",sifUPwdBMo
3716,0626177765,01:55:18,20:09:47,841.61,676.99,3,4,774.73,APARTMENT,True,"('HSJ', 389350279449418521176403)",jkuNbBOQllsb
3717,6829367638,23:59:21,07:33:41,778.34,374.84,8,0,726.72,APARTMENT,False,"('zVsrljKkVbRX', 872419195029812191537979)",KebINyXFaGw
3718,2373820586,08:35:38,22:45:45,251.45,852.17,6,0,984.92,APARTMENT,True,"('loIahrvhlyANT', 201435274624427997047805)",nAnUdUyDlpiv
3719,6740375783,14:10:18,11:08:25,826.4,229.04,7,0,592.42,APARTMENT,False,"('qYlfa', 446395247004108090703735)",ISiihpQ
3720,3459748595,02:29:52,08:05:27,399.3,47.74,3,1,807.7,ECOTOURISM,False,"('QsngjynGiwKmzkr', 485049327929974865498352)",BHvuyIMYWFtzCZ
3721,2732934393,01:11:44,22:40:45,13.44,445.21,3,4,552.45,HOTEL,False,"('kmBbWrSseVgOd', 92327107053176937219908)",JOkodocrOLGp
3722,6220993646,19:28:16,12:29:28,389.63,953.86,9,4,157.25,ECOTOURISM,True,"('hIAEArkv', 274279769833721655611649)",JgdplMyDtVaA
3723,8532716550,20:44:57,13:24:21,188.17,273.69,2,4,351.73,HOTEL,True,"('foRVvkVoyC', 692571518731647796556087)",IFNGo
3724,7501335767,11:49:28,06:32:31,506.56,960.23,4,1,920.28,HOTEL,True,"('E', 772323834762646350331105)",YhwadOLOYcMQft
3725,3515190175,12:06:30,10:07:41,677.67,34.64,1,1,87.78,ECOTOURISM,False,"('K', 892042713817947444162636)",kDhYzU
3726,1578043980,01:57:22,10:27:09,699.9,839.46,6,4,448.05,APARTMENT,False,"('W', 416413950021062639095279)",xrFEzMNuSYR
3727,1474506928,01:50:02,01:26:23,634.99,307.48,9,4,349.92,VILLA,True,"('nUddW', 499011148803008952472088)",iEdwbnYXviCdHa
3728,1125141590,11:16:34,13:42:21,113.88,828.84,4,2,757.34,APARTMENT,True,"('nVe', 821568346491088345806484)",FVu
3729,9601181055,11:14:12,00:54:48,285.95,282.47,10,3,913.16,HOTEL,True,"('jKjsEaTLGsFRWx', 539110134978897204972925)",ObeAANwn
3730,7422146423,06:17:12,23:14:03,899.53,41.23,4,0,24.98,HOTEL,False,"('LZ', 750230583519812725321176)",jBoKOVSQCtEfU
3731,0219926655,04:06:36,14:22:27,937.91,600.38,2,3,986.53,VILLA,False,"('ijtsXDpIQoA', 67482049999999888901596)",UD
3732,4146938666,02:41:58,22:54:43,779.23,52.13,7,4,272.78,APARTMENT,True,"('cEb', 939404402636053784622930)",nVICqfz
3733,0463446578,09:51:22,08:29:40,829.76,141.85,6,3,19.16,VILLA,True,"('WpyfqslKytovYXM', 736970962645684397500055)",cKwbkYBcIYfSQ
3734,6167131198,06:23:39,08:55:27,521.34,325.34,8,0,985.99,HOTEL,False,"('zODIYotapvpxq', 31463772305596784131862)",tHLKpSnLhzPhB
3735,3420515105,08:41:11,01:02:32,954.2,585.21,6,2,319.37,APARTMENT,True,"('cedoxsw', 656494174931858236460824)",pTIVuSZqT
3736,1413729566,10:40:42,18:23:45,893.33,312.05,7,4,395.81,HOTEL,True,"('XfGQNrBl', 120955397462010016854006)",yHQBLVPcIiEJ
3737,1800186176,21:29:12,11:28:17,976.4,292.47,4,3,31.94,VILLA,False,"('GOrepOjZnRF', 38189130578502862263220)",NifJM
3738,0689698062,05:28:14,22:34:40,812.33,509.99,8,1,919.2,HOTEL,True,"('RldqHwPdK', 426048118601001616802799)",SSmbaTxVYrPCVHM
3739,7326834186,05:04:31,16:05:05,399.34,738.36,8,0,549.78,VILLA,True,"('ENvChMkxSLMJEm', 847382146795065482551687)",EOqqTTckagfAC
3740,8119275163,01:20:49,06:47:02,712.08,553.75,7,1,708.18,ECOTOURISM,False,"('LxbJFlU', 683753730022083093256437)",HqXftWRXJ
3741,1770635633,05:21:48,14:27:01,141.82,874.82,4,2,808.55,ECOTOURISM,False,"('jZuVYbn', 691732847228850556195408)",rUB
3742,2798682326,19:09:18,15:50:11,881.01,39.24,4,4,961.37,ECOTOURISM,True,"('PYUTSIFs', 53686547980417000961732)",zpyInvyuPlge
3743,0852242170,04:17:39,06:51:38,415.07,682.69,1,3,269.33,VILLA,True,"('lLfqFUCFCrYB', 357520870773841929489425)",pLhTBBguwlwT
3744,4021451208,08:25:13,10:58:46,810.59,238.61,6,0,708.36,ECOTOURISM,False,"('NUwjlJsTtaGyQ', 819512190002818431934397)",FhPWkjzj
3745,1538423279,17:37:55,10:51:32,952.98,719.38,5,3,568.85,HOTEL,False,"('EsGSzYpGkC', 228471783180756621968187)",bRziqMvjMnM
3746,6244165568,13:49:51,19:36:42,878.74,741.69,6,4,281.48,VILLA,False,"('lYV', 828663363079240175830627)",ybyyXcvcXeVgz
3747,8218948714,14:12:20,11:08:18,633.78,847.45,2,1,980.1,APARTMENT,False,"('SdImrocDwkw', 381374942347151438943645)",rbTE
3748,9180426576,17:08:13,16:44:25,828.07,73.5,10,1,848.35,HOTEL,True,"('QwXbW', 586866121471481931113284)",MuqpfkyIifCeul
3749,5629291930,00:20:13,04:23:05,650.53,774.27,5,4,571.75,VILLA,True,"('frowC', 681423694203635493183755)",hTJ
3750,0098386894,03:13:43,23:30:15,162.46,375.88,1,4,39.39,VILLA,False,"('xlBELAdiv', 950939793091534186129604)",NVBiPNYSEvGugR
3751,7027248729,19:26:50,01:48:23,401.98,771.34,9,4,92.17,HOTEL,False,"('prcvkpa', 320928159397472276897660)",a
3752,5587631885,02:30:21,13:17:59,43.42,466.03,4,2,883.05,ECOTOURISM,False,"('lBtXBuzhpIglE', 852220528696575169830162)",esGQW
3753,5735814301,08:01:55,07:43:38,849.99,821.75,4,2,783.46,ECOTOURISM,True,"('syOcwUTJclJdHl', 497018024123642464388186)",HoXAWKdMwQDu
3754,7231437554,23:05:39,17:47:43,892.37,740.31,1,0,893.02,ECOTOURISM,False,"('YRcvmOO', 62764338789624468197153)",YmSnkbtsOcAb
3755,1453623082,17:04:45,13:31:57,724.88,979.76,1,4,329.19,HOTEL,False,"('OLroJgag', 191663398952107478757162)",IqyKMd
3756,9489094634,06:16:51,04:11:22,389.99,930.13,4,3,58.46,ECOTOURISM,True,"('UbJHbdOKIAinoVw', 260278055808618376477412)",tbA
3757,7474768070,21:59:39,05:10:18,250.1,784.38,5,3,543.57,VILLA,False,"('Wx', 970135487432364889698192)",IcWDidKgthZ
3758,9298807964,08:33:23,00:48:12,692.98,176.26,4,4,613.92,ECOTOURISM,False,"('QAVBTOW', 1010281090679773729718457)",Cdrk
3759,1894745321,11:44:11,18:34:06,240.42,704.19,4,2,579.38,HOTEL,True,"('isi', 65554890014181377079239)",d
3760,5206848423,09:52:16,15:28:55,467.19,124.36,6,2,397.0,VILLA,True,"('t', 264086969711810599498030)",hEDeTIFNsTilbi
3761,0682351375,03:43:14,15:32:01,333.43,94.22,4,3,770.05,ECOTOURISM,True,"('rsepYS', 366736269167777104755810)",jPCfEeMO
3762,9815987229,12:41:09,17:49:04,919.79,770.26,8,2,301.18,APARTMENT,True,"('eA', 1120312432903473701148198)",Abil
3763,6004309197,07:32:33,20:46:50,132.04,212.31,6,2,818.25,VILLA,False,"('qVZCqh', 801271968274865733786824)",Y
3764,1290143813,03:32:50,14:47:08,349.75,267.72,9,0,246.83,APARTMENT,True,"('PG', 380454156776994154639916)",F
3765,2152995394,18:17:01,19:12:11,781.85,673.09,5,1,49.76,APARTMENT,False,"('tMfKxOqkoM', 1204323083586603547635569)",UOEJndMes
3766,4019020393,01:57:11,14:05:34,875.8,265.97,3,0,538.94,APARTMENT,True,"('Wys', 1092313385299617673914023)",shaLBufdEBrzQdS
3767,2362371720,19:10:18,08:36:26,220.96,135.0,5,3,949.42,VILLA,True,"('aAJDsFWdfreUJpl', 189060123300159153368665)",FtkP
3768,0474801576,17:42:08,08:41:18,851.07,183.84,6,0,314.9,VILLA,True,"('kzM', 1103414220155950532015510)",nWGEYjVSEf
3769,8066769479,19:08:12,16:05:37,561.93,617.5,6,3,608.49,VILLA,True,"('zANysvJprjOU', 1083302776369723363219405)",JtFOgyE
3770,7927843771,03:53:23,08:31:10,543.98,956.03,10,3,463.47,VILLA,False,"('RacBRl', 285309560530292561894913)",AhPycTR
3771,0893893330,00:30:21,07:13:30,992.6,129.1,2,3,688.85,HOTEL,True,"('nNpiuF', 408125810876160069009792)",UDGeEkeR
3772,9353215565,19:28:12,09:32:55,56.01,166.15,8,3,168.68,VILLA,False,"('DR', 178607812668958598375251)",CRgcXVjbpBKDgx
3773,7466408574,15:47:11,11:26:37,19.22,68.01,1,1,696.04,APARTMENT,True,"('Sl', 696165936921570572902978)",FfBKkHYqkQT
3774,8396222704,13:35:11,23:29:30,893.12,434.18,9,0,134.94,ECOTOURISM,True,"('QQEs', 595059906390931628723206)",isCUj
3775,2102141394,00:12:06,22:16:55,817.19,369.43,4,0,260.55,VILLA,True,"('JkIKfgqxaUQbM', 655578623077802732326544)",aKB
3776,0114892077,20:56:33,05:51:29,855.24,207.66,4,0,634.78,HOTEL,True,"('UFtpz', 1095623605594431923083258)",fWBRUncUJ
3777,3803956641,19:06:16,23:17:19,860.01,727.55,4,2,181.43,ECOTOURISM,True,"('E', 1142065816010406801900838)",WnYM
3778,1131669816,16:40:56,15:56:29,548.15,699.21,2,1,344.51,ECOTOURISM,False,"('jUevaSLsfdymjB', 1098450131924990787921149)",EFhnEWOJmvNPo
3779,4680814329,01:45:16,20:11:25,284.94,870.2,10,4,593.76,VILLA,False,"('nDBQ', 803188724574383004811876)",CS
3780,1814802773,09:11:51,03:24:01,22.41,96.71,7,1,299.81,HOTEL,False,"('MqpeDGbzRpCEA', 180499420019954983687341)",WBuQICyapaSGBo
3781,0943183977,19:42:50,16:07:19,585.05,623.44,4,2,749.41,ECOTOURISM,True,"('BxtzjSVo', 37559953493399360972402)",BkvLMHROt
3782,0877362442,01:03:21,03:50:52,822.56,883.49,7,2,728.18,ECOTOURISM,False,"('MtAA', 1050390276611243326230694)",jqtQwVC
3783,9854076881,02:52:43,18:06:42,780.61,496.48,2,0,651.65,HOTEL,True,"('u', 729791518170565663184961)",J
3784,6001089600,07:13:37,10:08:32,647.21,798.09,5,0,552.01,VILLA,False,"('KVPZSKU', 663436835205856405149110)",KFY
3785,7188944963,07:42:17,09:00:59,323.0,197.02,6,2,810.57,APARTMENT,True,"('eNt', 172305486465037423358222)",KuLsx
3786,9956560140,01:29:12,19:22:48,565.27,51.82,4,4,515.15,APARTMENT,False,"('pNChjOq', 589184831130802953931699)",KKQEkNAMRJVIxvg
3787,9575244600,11:23:44,08:19:33,461.67,532.66,3,2,570.87,HOTEL,False,"('hnskHnaPjDqP', 214670312655098893307298)",Uw
3788,2324755074,11:05:33,22:03:49,954.51,418.81,7,0,853.38,VILLA,False,"('ov', 576444311528602757731798)",MtLLfvGfECr
3789,5846677386,17:29:21,18:05:53,221.87,561.59,5,4,474.59,HOTEL,False,"('S', 930405910505921311161247)",tmnUOhvuiMgWq
3790,2866607727,11:16:48,11:10:01,611.88,515.95,3,3,679.27,ECOTOURISM,False,"('Z', 474800533994457146502316)",YHEVUOMkayIpdt
3791,4393301288,02:34:35,05:32:02,281.87,762.7,1,2,624.28,VILLA,True,"('A', 114887566186516476829537)",APETtVkaj
3792,2002890353,05:54:51,00:16:32,87.74,685.31,4,1,50.68,ECOTOURISM,True,"('LSAzZfOSPvHVlEw', 405716291048042534074205)",qcqpXiLHZUxJO
3793,3274226299,14:47:12,10:22:25,546.85,657.52,7,2,542.49,HOTEL,True,"('kFnjdhcgYqhQ', 223445344395167569660116)",YYZB
3794,9096588009,05:47:05,23:16:37,114.25,112.62,9,3,122.66,APARTMENT,True,"('KTzUrN', 871386546406314939645974)",ygUtFGYLxiWtX
3795,7369602685,18:19:11,08:10:18,827.21,474.6,2,4,759.27,HOTEL,True,"('U', 452017527613593488745630)",qNoKoIxe
3796,2160705207,04:59:08,12:41:23,546.75,248.38,9,1,735.12,APARTMENT,True,"('XkanQURpbjos', 1126513230424916592164386)",tUAEq
3797,9508063341,01:38:18,14:54:23,400.0,660.61,2,1,362.01,HOTEL,False,"('iufKzaQpsyHJPx', 1095589427403346580230435)",QLBkikNAs
3798,3438245313,23:49:42,08:06:57,111.74,844.66,10,3,302.59,ECOTOURISM,False,"('tdmscegZH', 491611449094994651315687)",peMuQSxrxAhf
3799,3911290128,04:06:40,00:19:19,399.68,895.11,10,4,18.26,APARTMENT,True,"('wBknpRpRJRor', 260529007046169010744657)",PwuaHSIVdRvtFT
3800,4665923770,11:36:05,19:39:19,587.04,616.4,4,4,15.22,VILLA,True,"('oikYOTVqvjPKbd', 706099056816262736912833)",UGV
3801,1486153745,07:35:02,13:13:16,553.97,701.72,6,4,774.45,VILLA,True,"('sPsMXEMm', 623759175669488103712341)",cgFDVdlWMhRiF
3802,0008166305,18:37:15,13:58:38,922.4,68.15,5,1,130.03,HOTEL,True,"('ZxnjvlUAAQc', 232821685870519713531254)",zsiocmq
3803,5903085854,23:11:55,08:42:47,195.25,844.64,6,4,954.05,HOTEL,True,"('yQZHXtD', 1050851833391059558520098)",r
3804,5960942263,05:52:15,13:50:01,97.81,680.66,1,0,90.37,HOTEL,True,"('LnrMU', 688853605835640497378934)",pzkJUEADM
3805,9921095202,12:03:05,21:24:14,489.88,317.32,3,0,107.72,VILLA,True,"('tqcTBjvTsNHEqA', 806471510630785189043625)",chbshMAOkkIA
3806,7523658595,03:45:13,07:31:36,512.78,211.76,6,2,359.02,ECOTOURISM,False,"('FmXiccrGtYx', 576529883623012991398465)",sAxB
3807,7504285234,20:36:52,21:29:54,4.96,423.6,6,1,686.66,HOTEL,True,"('oaJjxvkMFeTYvX', 59493819110553943335019)",G
3808,8855175330,01:05:25,05:44:00,701.86,621.15,1,1,253.65,VILLA,False,"('YDHdSd', 583047604755524726905662)",I
3809,7395784347,13:04:47,03:40:07,556.34,812.47,6,0,687.41,ECOTOURISM,True,"('rhRzdDa', 794804884983757052588596)",KhrdBakghqxgWt
3810,8047705401,06:11:46,23:00:46,344.82,133.97,8,1,405.29,APARTMENT,True,"('XCCxuMHOtMVujw', 241162340187724300232360)",blclfbfGxbrCIh
3811,3012728381,12:36:47,20:13:36,522.96,32.86,3,1,51.07,HOTEL,False,"('IPNZRyJoanX', 569501959701935627120079)",kNTjATPf
3812,3962816727,13:48:38,03:41:07,474.51,673.31,2,1,645.47,APARTMENT,True,"('QzluXStoMlyl', 456005542893235331112595)",gzZCHEns
3813,7134052920,14:08:11,10:53:39,223.14,879.78,5,2,42.14,VILLA,True,"('tzvUeFYoQfp', 40861382225303326753286)",XkVAymg
3814,9713325044,02:36:28,16:43:26,177.33,401.59,7,0,702.86,ECOTOURISM,False,"('JzIoAE', 195630904294611809981371)",kGoX
3815,6486534926,16:50:13,09:07:54,443.29,151.19,3,4,77.83,HOTEL,True,"('x', 623303754503609012465357)",lwjRxQcwlowvGik
3816,2338477914,17:24:44,23:15:14,31.06,520.37,3,4,537.71,ECOTOURISM,False,"('SVHLS', 452017966216752387296410)",qWgoqhPGS
3817,5031900962,11:07:40,22:32:34,685.76,401.43,1,3,940.69,VILLA,True,"('a', 65790616472549881612751)",l
3818,4011594364,01:02:09,08:51:18,40.16,952.79,5,3,729.75,ECOTOURISM,True,"('Mbgdfh', 591884441683463960865991)",kGKVSPRpTFGxoxw
3819,0462298174,23:58:18,10:07:58,147.41,233.51,9,1,663.56,VILLA,False,"('aFMvpFnGWlwUZ', 307472082502804849051321)",NceISrS
3820,4617421542,10:40:01,16:03:04,75.6,20.63,8,4,193.09,APARTMENT,True,"('PIQBuHdsKdJ', 238855527752060627820156)",uBApZdJLTyqkjDw
3821,8558436317,17:01:08,09:40:59,931.05,343.27,6,2,955.68,APARTMENT,False,"('z', 695573201181309165462232)",EOYrD
3822,5756682853,05:13:55,03:14:22,772.25,235.11,4,1,985.97,APARTMENT,False,"('GB', 96718196032527237311284)",w
3823,9588812637,14:54:56,22:05:46,534.77,329.27,10,1,717.13,VILLA,False,"('CWGJbFcn', 1083216623789361533658581)",XMLK
3824,1500359103,09:30:04,03:14:38,718.47,625.33,9,2,125.4,HOTEL,True,"('Rgqqdvt', 594031953543043356045964)",tPBxvKIMZiITK
3825,8698429136,21:15:39,04:09:49,0.17,368.45,7,2,827.47,APARTMENT,False,"('UcDOfGqeTFFC', 117057825339452619269765)",k
3826,3725711920,04:21:16,18:30:10,683.73,277.13,7,4,808.6,VILLA,True,"('MsBeevuEIxRxAa', 40444793892739706764095)",YoMUCqufzathS
3827,3068416339,11:51:39,22:20:29,368.85,95.07,2,2,325.97,APARTMENT,True,"('CGsHYQ', 616943345950579994522942)",UhPO
3828,3439524923,22:18:28,02:49:16,878.51,706.21,6,4,962.98,APARTMENT,True,"('XajYU', 623964740690506810910370)",R
3829,2445316006,00:08:51,00:39:06,415.78,363.47,5,2,729.14,APARTMENT,False,"('gZIdGbSCVLFikd', 540352442417620716815800)",Um
3830,5532621070,05:04:52,20:59:07,599.26,267.97,5,2,794.55,APARTMENT,False,"('inwaBdABXA', 473177146838663609074668)",ChBHb
3831,3114457756,07:15:47,08:04:00,4.78,4.92,4,0,169.96,APARTMENT,True,"('LOFYRnNCPcCC', 229161217337305515290430)",rUvdqCemdCk
3832,3120272060,07:07:43,21:20:30,157.59,305.97,8,1,513.78,HOTEL,False,"('TmLnVMR', 985321988402941501136009)",ADnLkuVtWC
3833,5132464485,14:30:49,10:09:43,746.39,710.9,2,4,172.71,APARTMENT,False,"('eMMVUIWatXLvpW', 474830927984603483564215)",L
3834,5830884799,09:31:06,18:24:04,725.79,786.62,8,2,564.34,APARTMENT,False,"('YIEKsFc', 448314092866501682656153)",opKKlqLYIqSTV
3835,5800691892,04:25:03,23:40:34,346.49,784.16,7,0,128.83,APARTMENT,True,"('tuv', 864767007658883560781405)",DkuKGcEk
3836,7979219104,18:05:48,11:21:24,79.51,704.88,6,3,53.69,APARTMENT,True,"('jRDcxgJH', 132300131043541759730850)",UVAoaNcdCwPMMR
3837,4676996413,01:32:04,04:45:26,942.87,498.63,6,3,148.38,ECOTOURISM,True,"('aXUtJMyNpoG', 166972159468607120455537)",nzZRENxeRjfQKc
3838,8498842741,11:24:27,14:55:29,721.65,446.27,2,4,381.04,APARTMENT,False,"('SwSFondQ', 564619212118933088513534)",XzLYSmnwQbn
3839,3852685214,05:48:31,08:22:28,198.13,715.07,8,2,387.43,APARTMENT,False,"('KlyQsmPFtQpQhG', 765198286543695965015085)",MvgWeq
3840,0422055633,06:00:01,00:49:21,731.47,61.61,3,3,724.02,VILLA,True,"('pQhn', 88290586030052448214047)",JOxgbwC
3841,8399282712,23:22:58,01:54:46,550.7,417.92,4,0,178.86,HOTEL,False,"('wGYHrCn', 725884244448596017549079)",qsicptmkzM
3842,2581118813,15:49:58,02:05:07,365.29,122.14,4,2,478.92,ECOTOURISM,False,"('ljyrTdqyjHlGA', 1090476997870339666070128)",loccDqGNHuv
3843,2880076645,00:45:53,09:46:50,136.43,961.98,10,4,705.19,VILLA,True,"('WhUghQQIHcePIUw', 547213859673710202396658)",OTnv
3844,8659918926,13:28:48,17:52:01,795.52,716.47,3,3,152.63,HOTEL,False,"('CAUAx', 488459546375848224736496)",LEDa
3845,8261758900,20:11:19,11:12:32,107.28,202.17,4,3,89.59,ECOTOURISM,False,"('CJ', 716151465879480886719099)",iJsH
3846,7077655847,01:50:07,04:39:12,665.89,551.64,10,0,835.23,ECOTOURISM,False,"('cLktscMUmAR', 1072901545000234699657552)",JyIBrzYWqhMuW
3847,3066496485,14:44:17,00:11:51,618.11,683.27,7,3,236.34,HOTEL,False,"('HRLTEkMrbi', 1204055542256156057828101)",RC
3848,9624355031,12:31:04,17:39:58,162.47,754.62,9,1,955.18,HOTEL,True,"('IDkXje', 1018774903639813834995191)",hdTgkddlpMPml
3849,2122163794,18:03:10,06:02:01,418.32,452.77,2,1,815.13,VILLA,False,"('qTBw', 652834673978852028711437)",nS
3850,3276999576,04:50:41,17:18:25,782.5,61.13,10,4,789.93,VILLA,False,"('JYVTzXhF', 865534254724658364629676)",kqpAjZvAdZsz
3851,3196747825,21:28:59,12:17:38,202.78,524.23,2,0,489.07,ECOTOURISM,True,"('kDnwvpHxJIgQ', 957879082183696275186121)",Bmz
3852,1030397892,18:17:07,11:20:36,462.17,337.89,1,3,883.19,APARTMENT,True,"('Med', 235249383145519689740903)",aeuuy
3853,7991572488,09:22:55,11:41:33,527.35,215.58,5,0,720.65,VILLA,False,"('nUo', 945453063604933918864343)",s
3854,5560510106,15:21:32,19:36:30,877.42,486.23,6,3,373.14,VILLA,True,"('fSVkluIl', 433308130984704426665166)",bxWTNAjBHEqPN
3855,9204855776,08:29:42,12:02:41,932.04,485.48,5,3,325.73,VILLA,False,"('JMSgbLCxnUirtJZ', 494228941016249323078762)",MwTpoyBUqiHeh
3856,3773236050,12:08:44,22:31:07,337.9,869.8,4,1,591.38,APARTMENT,True,"('ESPeQZDsHBwmBEu', 290446423498359977541392)",xsAmDb
3857,2795205111,17:48:48,23:02:58,666.3,567.12,7,2,21.55,HOTEL,False,"('qwdDShkdqPWR', 78826479387008461876690)",jiCyWHVNvHI
3858,2998026607,13:46:57,13:15:17,910.2,296.39,1,4,267.33,ECOTOURISM,True,"('Tz', 878320927604703699325177)",oRVzEE
3859,1887963390,17:55:35,04:45:47,941.43,401.65,7,2,2.77,ECOTOURISM,True,"('sKUhljppKffoG', 917226089517971451874739)",agfysnZlcgImRMY
3860,8188615850,20:20:46,15:10:02,802.0,370.07,2,4,499.88,APARTMENT,True,"('O', 4023813261816481125703)",jVzLaNbqrLZTq
3861,2861434335,10:35:00,21:11:25,912.29,601.3,5,3,474.26,HOTEL,False,"('AThqQ', 226922787078064455447583)",r
3862,2880076645,15:20:04,02:10:48,603.38,776.01,9,0,521.52,APARTMENT,True,"('B', 709671537841799848725744)",WhrVZdCwZzkw
3863,8412692016,14:47:00,12:37:32,36.09,347.75,4,3,700.17,VILLA,True,"('jFFjvEWNcdVaCiY', 1197826488381051040763284)",wjC
3864,8455720594,04:23:43,20:30:49,346.25,852.02,6,2,94.01,APARTMENT,True,"('rSvTiccjLyqTBqZ', 96570345759745179259643)",RSfwNJGg
3865,3248425248,02:41:41,03:31:08,31.79,64.25,2,1,978.68,HOTEL,False,"('S', 1083550704843298024286173)",rvQossqPMwuils
3866,7721829820,03:41:18,16:59:16,929.67,237.02,1,4,478.94,ECOTOURISM,True,"('dNSftwOsa', 396978982206796040521942)",ilVQudDuM
3867,3065798998,20:06:02,02:28:15,174.12,86.9,9,1,510.22,HOTEL,True,"('rVWejqF', 212488473740234760547999)",ksmd
3868,5283467296,07:33:54,16:24:12,794.33,130.97,6,0,424.73,HOTEL,True,"('zlMjYtvxe', 736476261477872998970703)",PgUqxfAf
3869,8979389365,01:12:59,14:21:14,620.05,928.02,9,1,978.34,HOTEL,True,"('DXpRldCYcvJfYI', 389154803421827809972811)",HQRmh
3870,6097800225,11:00:24,06:29:28,703.35,857.27,4,0,863.96,HOTEL,False,"('ba', 845249062649486382327548)",OinHJvhgBB
3871,6031845067,08:14:23,22:24:16,277.82,823.97,10,3,407.28,HOTEL,True,"('anGq', 878854153179538246847044)",i
3872,1206996869,13:57:46,02:49:41,771.38,573.86,5,1,618.8,ECOTOURISM,True,"('VL', 435316089647146961769856)",qGlIqvLwXU
3873,3357586638,14:23:39,10:47:01,854.22,276.87,10,0,98.48,APARTMENT,False,"('NTRhTaVLEGct', 184205753549486553924288)",aDndvTDhrnZjQY
3874,2703817902,15:26:18,01:38:11,42.6,734.25,1,1,859.13,ECOTOURISM,False,"('pwBajWwUQYRE', 81343986621497715042445)",DajbaJSq
3875,3425675275,04:20:20,08:41:55,236.7,533.38,7,2,897.91,VILLA,True,"('zFwsxFizDBZKN', 170050900924041254881897)",qgYhMVn
3876,7830018258,21:31:18,09:54:26,104.31,553.21,10,3,429.77,HOTEL,False,"('QgqGYmiXzwKHEoe', 393518984604950289084870)",m
3877,8946414102,17:17:16,22:51:52,441.91,598.65,10,3,813.28,APARTMENT,True,"('gbAWpSAKsaG', 554868004538827060941789)",YmaUqLCNdCH
3878,6420906245,20:44:28,21:16:38,12.02,834.91,4,3,734.74,ECOTOURISM,False,"('HChctPATRnRCAkY', 182205518987053359309698)",kmwUUcbgUW
3879,4697772442,11:48:59,02:19:04,76.34,510.06,6,1,312.95,ECOTOURISM,False,"('r', 794087338116274963195814)",hWnYDAQgCgffrRn
3880,6382012819,23:31:01,07:36:42,649.87,233.97,5,3,524.43,HOTEL,False,"('JagsQaQ', 289170766519336974886286)",BBrhXjJ
3881,0038850513,04:00:26,17:55:47,961.86,941.21,2,1,438.8,ECOTOURISM,False,"('vHRVGGK', 313886092221872304117846)",uVZTngCXiy
3882,9566191683,16:28:31,06:59:18,48.48,178.44,2,3,937.64,ECOTOURISM,False,"('LMoLlKZZZT', 996565217417833541717592)",hBjWytKckmc
3883,4063974597,07:31:13,00:33:47,923.02,39.89,5,0,916.47,ECOTOURISM,True,"('DUipTbjRiJWY', 419725918606675070327157)",KhhYyvtY
3884,6174672542,03:00:57,15:13:03,573.91,299.01,8,3,668.61,ECOTOURISM,False,"('PoDVnLgNEXXafKx', 896657731045140509123238)",OZFniWGDraQl
3885,0720649094,13:37:11,15:18:10,595.83,958.39,6,1,782.5,ECOTOURISM,False,"('LdPbxe', 753472684185649479373779)",pJ
3886,2493795209,16:09:16,01:12:30,235.65,279.27,3,0,488.9,APARTMENT,False,"('MYCbhvAbioWRZ', 91421982038483639321493)",yjKLkPywUdgc
3887,1204181162,01:44:41,17:38:08,414.56,189.14,7,3,31.78,ECOTOURISM,False,"('qaRlyDHCvVfn', 778980318834780999538666)",HWVnx
3888,0011320725,16:11:44,16:31:01,421.31,773.43,8,4,288.79,ECOTOURISM,False,"('RcvlLVrku', 735480542394922569776435)",xB
3889,8125952821,06:38:22,04:52:16,157.64,573.26,4,3,876.6,HOTEL,True,"('E', 976818473315804615906421)",LqudKaPdNi
3890,1894745321,10:33:49,13:13:13,32.17,113.36,2,1,818.85,APARTMENT,False,"('koQkriKbhEujVK', 142460833464637012046683)",JBxVgBHBPnq
3891,0778877805,14:15:13,18:36:52,877.23,831.11,6,3,84.34,APARTMENT,False,"('AQgHrvXnCPXwdg', 220244557611452552740894)",TkcYemHxLlKknI
3892,7796079329,07:02:03,21:36:46,539.14,401.2,6,0,153.7,VILLA,True,"('eErYY', 232604575258153078423784)",fppKQLfCfCUeTN
