TYPE,penalty,COMMENT,residence_id
IgpQkDvYcyBIR,887.31,SpEuypEVLkVcHdT,2568
KiqjwTGrSdSVKA,772.8,iivAsjW,2312
ZSuOhixL,190.77,ruPhBAmpl,4364
exJLmrZRJFuaEDX,370.58,QhwJUOEnplP,107
YxR,135.27,ZyBfTVPGufudr,1375
MvyvXR,19.46,iNkRbNapFy,1124
XgjtR,506.18,cYkSJKDZxrg,13
AIJGeOnxeH,942.45,gXgIBLWwFwOpZRi,4969
KZmboaJwfANJwu,334.06,hQMA,2065
suYVGWDYYtPF,81.0,qFoLibBSRWFCpzC,4312
G,794.49,vWEoThmU,4799
rjFghnHdzft,644.59,RcrGq,1931
VJ,739.03,YMwGuc,2048
oXiEJSEgkh,397.18,HjYjJUILjNUAZ,4376
tPtZjPlj,501.66,UGbSfqkyKArE,3313
FoqsilnZYafGbCo,51.96,rDrKtWerHQVXpd,2450
oP,527.63,tdVSWa,1126
S,21.2,KHOXJBZNoCc,4791
KFFQwxPwn,917.52,cIBWKpPwnHTBL,1594
XAkKNWOdiWObgL,608.1,CaYYFiBCfuuBzbs,4150
RET,703.53,elTMaFQvNToTg,1780
S,263.7,QfEEaOWNKiPuaE,2337
qE,193.34,yFgimxgfnOK,1387
ufcGUPuZ,605.76,VtzwyAiOD,2131
aaIOFKBJTON,449.16,uglPWMQAmEPC,4533
WBMIlaB,131.95,XdiCozZPIOuxIjD,3928
lt,471.36,UdjnXk,3519
rQbBroDXOJR,90.8,OP,3147
Ue,274.45,OSocrk,4064
rgiFrFKa,538.82,dafIAcdJmxE,4219
YYLEgyAFRKj,937.77,rvsbNOyUv,334
rBOxObIQyktpwL,663.51,JClLIbAf,1517
LgdCEeTyyRe,979.66,jncMTD,1853
FqrVASOrGlSetjj,974.89,HuBNURZcsZdZRZ,3167
AtNUCuHCuKiriO,638.2,CyrHvSKhkKjIrIy,4780
wzXWBY,256.79,tVYghbFUIMpGSe,1364
c,224.26,KG,795
njGERd,441.7,npU,1867
yRfHAP,542.0,hRZGsTjy,2723
harinUd,311.24,Q,1477
xjXzABRyIaPA,555.28,wFPaG,2980
H,505.67,bFSIJtDQh,2136
nsGcA,882.41,oxlPQPPaAb,3079
yoxjnOdwG,55.9,GRhombaQPxs,986
kjpWjNsdFn,251.72,G,3067
dgpBSwPFzsuCWH,59.78,VHcIHjy,3883
PYzIFYzMpyMbXr,74.29,otsRpdicSaVgZMo,4262
JqFyTZuvYgT,786.29,WeIxEjTVINARLDE,2614
DMpVPOBvyRKs,10.59,WT,1781
UvAqrQC,585.15,hPLkqULGwDXWwX,1976
PdUr,181.55,CShHaFRVzAYW,4273
DYcLSG,670.06,HTlDWK,4011
ZNMDDKEfR,244.06,mc,4202
YJdbKBxroWnN,804.9,XfBZstVHEveL,1496
Dp,369.84,yLzjZcxKzf,2701
vjbWHGZkEnPEHs,908.33,rpOJxhkjUvFbVX,2542
Mpf,701.19,swSfUHS,615
sGQKpadMfDZ,608.42,VDCgFgXD,2842
wrbmcRxb,391.14,NDCiWLwpgR,231
tXFsAemmljqhL,456.84,qAvHRekNpMnu,295
y,124.67,PhcrMlr,2961
YWnc,290.56,hPxvO,149
HFxvKm,839.04,ElOMOdXbPBMb,1750
kf,275.8,BREvTYdP,79
KXiITCOx,922.21,sHk,2789
J,555.83,bLccyhqvV,1018
zahoCCnV,848.97,dc,3000
OBWlzCGe,408.06,zQevIhvjrMHY,4386
iP,160.43,NjdclCDjVVnwQqe,1253
eXw,786.84,EAUYrrvH,2945
vnYRuKlnvfBVwg,848.19,fUdVdXRrNCGgl,3679
xHiFZSVs,842.6,jFgNNoITHXU,658
DrlIrs,526.6,iAJVtKXRuPZWo,811
CCkEfDtS,172.64,ymAPPUBJZvmksRn,2885
bwOEsLyGmSe,750.27,ls,4703
j,125.88,IQ,265
emhJGPfrd,395.59,SdM,2776
JwTwejZzOTTX,800.39,lbCQrEs,656
LiyMyJEYiY,109.93,rciRhBSDfJjYVzl,2308
H,915.29,RglTKb,924
xqIfirDGMtxkksb,564.08,NwzDOVrwO,2796
YhmDB,46.39,wJmpakx,704
jrKEuhmb,294.47,yvLC,2604
fdQzeEIbaGdv,445.25,UkOmkhVqIjSVU,505
Y,52.42,OpAfscCDVYAzW,297
aSsVFR,812.2,yTBSainhadbCcDj,1913
VmxWm,106.4,KVOLGsMazGkDy,2862
SuzmsveVdjhon,25.89,ZXndXbcYAun,2050
tZUjRsgaTdjt,322.34,rjmEkSGZSnuEHC,3746
vQmvduElkb,787.17,mzxXSv,1855
Sk,427.86,OXCGoCtFtszg,3954
BJLBzYDCxkN,901.64,h,656
OglHeLYQkeno,607.82,SltdE,4676
OQNlMnnwfSPmLkK,974.95,EgDjj,1706
S,350.18,jlnrqFL,1
mbeCMqCmtaX,190.55,KkTj,4853
KzUGbBzmXH,965.69,s,4851
RLsjPwZoktrw,47.5,ctzTJCiWOxDKVHz,3274
DTQKX,871.64,DqqVNByRBlPT,772
vrGhb,270.97,wPgHInXgcsdL,1914
aIfp,373.92,HjAypXHNZUmSCZ,3626
FddrpNpoFVVDZd,782.05,CPWwH,2910
TT,539.6,FzqCr,1259
ZN,723.45,PsdcWsJ,3485
cSwEHYLvQtzAr,110.28,BOjIgexc,3018
oZSSxvTgJJVuZP,219.7,nBly,3141
zxvde,950.99,TdxJqRShKNuS,3152
SCaPLpxMcDQDJD,658.57,bLaVC,4854
Eyz,547.3,cVsRAegKlsjoP,410
grBVOnWAuQb,429.25,pYJNBiWanMtVFx,19
G,603.31,w,1870
g,880.17,zkHCmEeGvfH,1199
mhpAfiqIliD,802.82,AuGgwu,4560
VuBZitXHj,540.26,dAazbQAQUm,1196
YOK,901.5,JeMNPiNckxeuGIK,3646
GQAEnRwzP,683.84,lavI,478
beIT,375.13,zK,3126
RGOdxMqfRuV,783.69,azvzOQABtqSYm,842
sIRckPZNQEuW,585.88,GMzQLEwXAUDf,1311
ieFlWTmo,543.97,NVl,3480
z,602.96,xhaGmdse,1992
AfpWbxPjOk,955.29,ZXujotJinM,3342
xiZmhS,542.79,KQGveQhHEWCHOWs,30
IMiKjO,111.83,HsGiIt,2831
aSYNvPsNDYWE,153.13,B,1174
aSkgQqXwgETUFy,805.41,G,4516
OnDXHgKT,108.41,pwPFE,2677
KQOXAXSj,444.96,gWWWcq,2183
NCsqzfTOiVtLx,849.12,iBqhKjWdYLZhFzE,3769
eCTNxxuA,67.27,ExcIErBvdhFLjZt,4241
QXBjJsa,578.18,aGpQEkI,1279
YOaR,188.72,fi,3636
GTqPlor,689.35,iECjDWCIKxp,4567
XgkSFT,881.38,ULnjwlzbgPv,2327
GFNa,285.47,sz,3116
hh,540.88,STwsF,3206
ZlMvdW,142.51,CQB,4574
tEQsXEBz,427.61,Fl,2459
EzagEczOmtHwSAF,946.26,pgZwRl,2505
kOmBRzRG,472.21,kNIRilKiLyGpX,2150
bNHjkSKpJJFlc,18.89,pd,4941
e,920.88,QOuI,4697
Rgb,515.95,Y,4643
HslXC,708.6,eseNocDjtGNrZ,2671
cwZkkZmwroNQOMa,131.64,wbeVWr,1936
yLaPk,234.42,cZvt,746
VvhUaiBpwVdJC,74.78,b,959
lJlnMgBxQ,594.78,Bagqob,4462
NtmfjjtFNF,928.74,ijyfT,1304
JrcYKXMWedBv,687.62,crxSeyKGp,3755
UzskWAvDvHqPD,296.58,HcSvCZM,3123
eAcBgp,112.55,jSiKSKcvXGfkX,4030
zyDIOPGpEfBlhJT,347.79,vxyyulqLQP,4643
GHdQzTlyqrygnE,327.28,ENJtNaBDuHYcb,4756
KisSeudRtp,816.91,qMfvADyGyQfr,3145
ypW,965.01,NluIAQdeSXAfxgo,3579
TYWlwdN,299.25,TPRNM,4757
ryxfTcHyCmvJ,840.64,TwU,2942
OMWBAR,707.24,MJVEKLfX,4416
FYOgnXebYhEgc,26.32,grell,4464
FBSLpcJLZ,866.72,fMGk,807
GyvRdswsuyHT,882.87,qTxUrCDedyJEqX,2893
uwrIvyurLnky,122.78,WsOgGNAS,4706
dCNzuiLIGmLpJ,680.71,QvtmmNDNcwuspB,4631
rZWX,202.18,DCyqJQ,174
WqcKotQlBcuL,62.04,js,3110
FkmbpNoZ,194.52,P,2846
zOoCddHXbFayfZk,456.5,CnTTF,431
eCUgpWkNBnm,897.96,vmz,1018
zTKtrYs,596.22,QXDtXfqPnaKKL,1438
GRh,683.7,AgjGUCuL,1040
w,332.27,Iz,2448
goCTpvAeQOtPACK,744.16,aUAEGud,3907
g,94.56,AxdJLSsayrwrfC,367
uBYJHMj,315.04,E,2311
kuihWFKdP,233.48,EDicFXRSaAW,3257
zA,585.8,iV,4735
Kf,206.13,QzANaYPiUv,535
NFnSGAjuVGLi,761.52,WTDBxPSM,3016
SmUnXs,14.59,idFsmIFnRdkrNf,4141
eaByDwUnTArWDv,229.3,Wd,1616
qJdTX,273.35,ALjXt,2654
s,951.99,eu,1749
hSJyudaHelhTj,406.03,rhPMVzhFvB,4559
SPS,887.61,LToW,3598
zl,715.15,mbKGm,1918
h,669.59,VqbXhkLWQkIp,253
fkggf,590.49,nv,24
LDdyBcpEcFzb,439.52,bBvGD,4036
bTnfYOcuQwboEj,306.86,fwwccMrWRzE,4754
DudyOauM,616.74,DPxPprUFE,230
kKbKF,569.18,RBFdYsdeFKY,2935
yqRbxcpMLpX,403.8,fOqbiJYBDLkN,4340
q,939.14,hVVtpLHnZHk,591
rUsdgBqUGN,742.8,tEVZbMOBmm,789
LXfBjviBCM,491.68,JX,3
IRqltTiwrEddU,282.85,YmsvzMvOnRtMR,4416
WDHIR,231.27,h,1528
uGrqUbthIhDn,89.92,wQfXCQBVWHUa,971
aNlybKgpYn,610.34,rZZfUjVNWsuJ,465
LemwSGnGeQIW,481.33,TOOIOwWBJ,2100
WSYokjQetmyHHl,697.02,vABOecNwJq,615
RpqZ,286.09,Bs,943
jqzXMAJw,424.22,VYlnlyZcmJepK,4071
rChlcsZNgpvicza,375.93,tBNbfiLvAUJNK,4980
knNTENTa,107.73,MDwZM,3888
inIEgIRLBJxra,924.35,YwD,3216
XzGPCv,180.02,BCqzUPN,3721
DLuDA,342.84,nOVzWySoAlX,196
JOQQSlS,98.36,DNiMtitevisp,2579
SWrxtXSjeS,388.83,JrRwwcBSJQ,1192
ZkIyPamXryFLSM,988.58,wwpxqYU,1579
XROCLq,857.13,MXvaCiodZpIJU,2791
wwNSGPUCHnfZe,441.12,QCVzAHHpnzfE,1401
jHIVMsliLByP,95.74,HXA,2370
QzJXeFaq,142.15,RDSfvRQnK,273
KCBmXunTFxUfpXj,74.97,wKR,4065
DZSGysqDwemRU,81.28,pYkJsAZJr,4999
hrTWeA,484.71,UhSMcqCFSoNEb,3661
qvhMRdNgq,71.87,KrvZEvh,994
OMNMNZJLMfPQQ,59.43,Js,1245
PmOsMu,237.17,dJDLXxWVftDE,1637
NUbn,319.23,NM,119
kJYSZQDnzQff,991.3,ro,4973
llS,105.58,JBVKU,1869
TJZUvtiHGVT,125.82,apklp,4957
HiO,511.73,guLqxSTLogbfLt,4342
TomkOr,220.7,Ptee,2665
rx,146.24,qkRxVC,2520
mMCXdWwNYBiE,278.39,XwNsCqbAaJCqLa,1049
cykTZVnGYrbP,478.36,nQKDzUKRlKJEMmu,970
I,707.87,omGw,1402
Jt,519.9,MbxlxgKhO,1595
uxTiOWx,682.3,XYQxGLT,1890
w,793.12,aTWhv,1117
gKTLxZvxoOesJQV,291.51,TJysZzln,3103
OSlrqShk,997.12,HExVaDqWuXN,774
NPOZ,385.48,xehfIZWnualjo,2182
NyxfgHlSXuN,488.83,NqGakgDXMc,3675
znXtwMcjoqQhpfV,943.79,tG,968
IGz,740.57,c,763
nhoLQpNStFc,778.21,HJV,1382
kJKKLI,152.77,FpYIYKZUceAxDk,4731
UMdZTQ,345.78,ZdsCPo,1075
rFrfqzP,986.41,DSk,2278
czMvejPwTSgb,149.16,RjTe,2587
wspv,601.3,yUL,3942
KwMzmPZp,509.6,OOKSgauvtAPaYB,1258
kYHYdnzzrZg,989.5,in,1175
msmMegdvIL,900.14,IDCa,2816
hTAgJY,603.28,qMsmahzfABCUj,3348
QBCeLJlYIyvAz,766.33,hEkwSFse,44
ym,720.34,fDCQgnVM,2000
mdzrRSGwyU,377.69,JOHtqTOY,1407
UUKCmMeqGdVyzP,719.54,FyqzVbtdLEG,65
PO,22.36,riRIW,2213
BVtF,600.74,jYskQPu,2139
lz,515.16,pRKiYpra,4411
grxqEBrH,862.9,rNpGxYQxAHIpvH,289
RvQetdeaeiV,876.65,fuVVxvKQkDBOG,3948
bP,840.55,lcqrnwbRYi,2265
BYS,139.26,QT,2327
xiagdKgvmR,487.56,Mn,1970
xHfSU,332.72,rrrMSRF,2192
GVRXNBpEYCIROS,162.62,nowSjZnYVKyVmg,4760
YejJ,568.31,eU,3928
i,626.88,SigDdW,3573
WwbpkiIVaOo,810.13,yRAxtYupR,4947
bA,424.44,afGfj,130
uwELNF,720.66,NH,4536
a,530.52,SFZRPYIXFK,4775
jjsxmNAzEEcWHyu,603.96,FvJnGXHKOojxo,3284
iKRWIl,339.39,BJmFuQFrCV,2716
kPCj,662.25,UAHzLqJQc,1123
kG,217.48,kTZsSArGczvSjd,2658
IAMVLgkfghDKgS,708.59,ZTmUCE,3749
UDXTUUPBjmBcYLW,102.17,bvdMMdTFSPbO,2200
bRet,470.83,lzjnFcsugXRwLI,4688
eDtFHzXd,558.42,UcaVASDZXm,2812
lWBcnwCuQUhiOS,555.06,lSW,690
uepL,631.86,knCAlvnUxnbwru,2049
mBQcQxnVbKHUr,61.27,oWWkyBTU,3468
uUSrHktoUpGn,203.54,EazagqVsBBNWzS,1950
GVdOtUObMs,914.06,xYrClYydNfR,1698
vTcjAfYitmpviHB,583.02,lbrMAQgADocTOo,1401
wlHVthCGyt,409.53,dSEeyZIZMgE,2272
NIsc,391.61,nTIoHTtRAjnFl,3836
XYKOsVjTBPP,753.03,gYMmHnqx,4372
T,274.68,zOnSkAGwMQsQ,2531
yV,108.25,ipwi,3083
PtOiYigHX,225.69,OAdxZWA,2433
nrOCXoDPl,529.48,GPkXFyzM,1581
lMseK,407.4,WIYMzOJESLGx,4708
Ihk,962.24,WxRzFjdIunsX,1965
nAIRRIE,904.66,Xq,384
xcBxbbGTmVmwb,439.48,smVHlSpBvFVER,214
BcxURleJtt,159.23,CHnzezrXRrAcADg,953
uSGgjbzEJYRI,334.14,aoJz,3808
QPjuDxJwAZYlQh,178.11,fxn,1376
ydyKViq,25.26,AtWNzkWF,2035
FIJsnCT,189.31,XYN,3095
EwuBNJsrg,945.48,lk,1951
QDGbmpExzPJ,631.93,fpezIt,574
kyyvrtsmpE,35.65,jbuhiUbZDzkJ,1986
uDrWlNRWU,558.78,hK,4390
mkO,280.61,WrCbVTElbn,2846
xVDXNZAooFPT,551.28,AdtlozktkFLMR,1711
w,852.04,HGxOX,1881
DjTJ,427.79,KssrJYCtq,1290
nEWBlTzA,852.17,ZwEymrJaa,1366
Lz,218.23,rRRkZSL,1782
RkostLaZF,978.05,B,3067
zWOEXB,231.66,WCCAznRMOsCNF,3318
NDkC,481.76,Xzj,623
qzvwHITTQxrm,695.85,Wkpdz,271
lMeaHdUol,907.72,zjDW,1377
RaeNxIeIwA,744.01,iTOhZgmizgBY,1846
Hx,191.42,X,555
DRXVlSnbUPQFXS,172.14,Gkkj,4977
PyztPehURFH,587.48,dZkcir,4808
IAvwnCIztAlqhvn,385.46,BbqQdtgtqN,3688
rPHPqzvl,152.23,YyptOoHdPLDJAA,3221
pVxrcscROi,399.63,YeuGm,549
JoYwpgHdJriphci,238.72,DDTpjEQz,449
HiVaBLWubeO,378.29,eZKCMbJkOVOymS,824
MVLsHANcfkKnGs,900.73,zltJeVpL,2026
lCS,742.62,hkCVaiaXfCIx,1161
jLMrBnAFeaFx,924.91,UqyFTpuPnf,3951
IEFT,386.27,JidKVLq,3700
QMwMu,564.77,wE,1949
CrXKGsQwmFm,906.55,ZkGpSbZcaScw,2619
fH,834.77,BbfXbkiwZQsIF,1679
JcAOywWMYfQhMGL,621.7,rX,1811
AvC,325.51,lr,2097
lHutYveIh,144.72,cDG,4515
ZCXyusyxZ,384.72,bLsunEGXEcQSbhV,4298
deh,999.88,VGTdUfFGvF,4671
fvUZuGKQsIckY,420.91,Z,4959
owIkwnzuuOwsR,791.09,JMcZcJh,3437
HDLREva,665.97,gnAZueVtxhohS,1891
SdyYbpohFK,108.72,UIHGnaYQt,2921
rgcNU,55.04,kXyMhoWgstwgLjC,4405
u,64.53,JbDRXkF,4077
FcgU,424.42,znYRaSJSnAuKYYL,4095
zNXv,164.32,YoIqP,3157
LhIGtMswTHXdG,692.72,bMhNJIyIoOYiUc,2611
w,519.94,eZCldqAJJMOyOI,155
hWRAmYN,397.26,wKecMXCrYyec,2393
ei,299.41,jmGmCjjPrJc,1680
ivhXcTiGMMRN,70.79,k,1385
wMCQkXOz,958.06,uTsDffHTgpNT,4031
WfGjftWoKPDZcN,771.6,MnPfuZMpHM,2775
qTyfWktRckvWIdQ,64.55,HHVyUXf,4053
dUy,591.53,OrBiyA,716
DzNrb,610.26,vAWPkFDNsburJ,286
bjAufbfSvmde,930.81,LxjXSZa,670
qtkFPPYmYT,138.45,NWogkllaqdTF,1230
VA,101.74,RvPUvRyNNhvpQ,3201
iaRbj,275.85,bqmXjGXLgrC,3270
dz,66.42,Eu,2689
otdCrXq,506.16,DAfmnaqJl,827
FOgn,35.0,yclHgazC,4784
ta,287.04,P,2546
wcsFWEiOINdtKHy,709.04,eVAAyJBtxjYApI,4659
EGErBHFOzvpwpoF,413.9,pXWhcwaSU,1763
g,39.84,yjqgolJHO,2280
niolvit,90.74,zNyDWnc,18
HXahjojbVtQqe,983.71,uZbmaIaAd,4636
iFfCK,423.87,YQfGkuDfGZQS,3952
PyGZpdqxTTT,939.23,jUKmp,4129
uLWuxsdEnYNUX,587.22,PvLkv,4470
rijuuaySKVPH,678.95,nFiyxgyc,794
Xd,89.22,UlDDKGVeQPfRe,59
hwN,984.24,jhboIpIj,217
XKvxYXlJLr,712.32,yZpD,504
vEKAPurwAuaSVvG,479.18,ZIIHKGqT,3622
IkgnM,935.33,PmhOKgMmu,1887
VbghpmyfCEWvjjR,759.43,Aym,831
ZbaGPeBDGyb,398.9,P,1003
ZbMfGrC,61.62,zW,1187
ymPJfeVFtewc,642.38,GsAycS,4305
seAG,418.5,bgOk,3300
gHKAi,870.34,VAFVtRBtTyNWfQ,1505
IWnkuJrelsXaumL,60.12,HsYpXuhKLkwd,4774
MsSyTTxn,510.7,gDMZTqlBQqyhVMQ,2852
GVdziiaiCfw,429.5,uVdT,2500
jmKqpTKBGHS,367.52,nGUtDBnFiIMaRt,3705
jYbQWye,498.89,y,1043
fMG,697.82,QtFmi,4845
MSRdqzBVX,830.14,dw,3659
nBjtlUyUxAA,688.14,WNWVwnLBkseMF,818
RTvUAyV,357.24,qRDUFUnCYsO,2489
BOuPaOEl,333.75,WHQ,3219
nTZsfnuJHZREWW,1.7,WrBGDmTkwnf,4628
Lw,522.07,lDQoaJUEv,2457
FEHWz,540.68,cnaR,300
e,462.34,ziuFBTRwqjjY,1048
HwnopEVTkmDjnv,259.2,hAiEKfdrhksmgEG,1370
pQI,926.27,nbtTCpqNcJOZ,2571
P,214.45,cWmommlRRmgt,3853
MuVTCyxhF,53.09,CkDUxCPhY,2994
KKAalvxO,50.18,lvCzICPcKignvXv,2971
PMagZFWnoXe,946.4,SbinV,1635
CdbhyOnHJwp,602.36,xPc,1853
xJghnhGruXLn,526.81,ZHCRST,626
OAcEQ,171.03,hhsYOIH,2325
mWrKhrApWl,569.56,ZoPQCsB,4003
G,838.73,Wu,3377
IlyeQP,594.77,x,4178
xiWLMjGVDBHd,238.16,Elb,2734
Wjwtb,811.83,PDMrSH,1353
kDqgkHVHqbB,17.32,CDKWXcoxJ,2181
OvbIqtUz,125.41,COumwJKXvKskE,1809
JugzNWVEsGGS,22.95,jykfgJ,955
lkUBO,704.18,ozpLeUPHNrfN,4590
XrxDRQbijatC,834.87,LeWysDkftdzS,1401
udKiimLEzKKBkMQ,815.16,ZUuPNkVbzrgheU,2484
oNIKg,32.75,jhnuL,4772
rDmoPU,902.73,rVQHeQiIznR,3653
lB,225.01,rPICWTb,1970
ZBecrvO,87.31,rMHYQqA,3452
ARKKJLc,149.23,lT,1037
zpucTCFgaiwzGeO,812.86,sRjgqiEca,2923
tbxcpvgIXexCuip,702.35,wwAgYhv,3465
demHLnkapHCSMXA,208.86,RqocS,2695
GzUaCShhHV,600.37,OQhAGKWmpOaI,3147
NbCuyUfPlkORlkd,165.45,wSQcrsVBAYVQ,3973
xQJZINJApokZymm,605.17,ZgjnIjeXgEjbV,2080
EIaHMlwYWVX,707.74,HK,952
YUzHcZtW,754.48,wapHGB,712
LkseY,852.72,cQCySJwXIDn,2947
OBRPdk,219.55,MaoNLy,3617
qVFkUtnPLF,992.57,sXKnDmgLXQAktUo,3942
acWBLpgxoLtaOEC,928.1,ZzqN,2831
qDczvHVzXVU,314.28,aBDLdOW,3774
ltH,636.42,iD,169
yQhinTdLekRQXh,398.4,npTGSfwCgEu,849
CNhGkL,158.8,LxJFitkCwi,4491
pNyJ,441.79,t,3455
yvXhPOtdTdPmsXt,746.46,voiHsuSwIKFOjsU,1512
GJsuArudVtMt,312.36,GwXfhUv,3826
hUWUHpSMIuzCV,677.45,AqYdgdhSMwNHMi,2717
dMGbmMhDI,38.62,dRPgnouXRfc,992
nhaASWOWzaFPft,567.66,oizcOdKv,1966
iImUzBNeDktGlI,145.7,YthcS,27
EpplS,893.27,YxVgnhFTHfKxy,2129
tRdyVtwt,855.31,Ls,543
xdtGXUCuBHi,804.64,hUfsFUNIk,348
SRTLkvvtDXzIY,321.78,PVWTmsmGIKCLk,4353
AZiDRHag,146.25,gwVvGq,100
FlPU,889.99,padIFBLvwUKr,1292
cCLKOgUtaCuEXm,776.34,KRgPRmSfd,2062
vGejIscaMBZ,210.29,LrVLVtgxNtOMx,1560
JbJReVcLbghKbPt,662.23,DmoLcq,2820
yaYJhmHCNJjVwmm,456.23,drN,3790
PxdA,997.02,CIVIIUePkvYfH,1680
ZEAWdraT,628.45,aruCGEsAa,3178
derOQkaTgspAryH,390.34,DLTwJ,652
bk,985.68,ugHFHxtFR,3795
QvjNNcjQEKSlcCo,446.56,jo,431
CRRTQYUQIOS,196.43,BtqxelueK,433
OwtiPr,232.25,BQuBqx,2658
ss,418.03,lPBWHWKo,2021
haQdFnrrJ,214.41,xtlULd,4291
CSdFKrFeNBQaDil,634.61,XqPiJzEjmRcDR,529
sBdiikBewA,479.35,kpJyyVFhbNebN,3209
kjDWiTpVkzjhbzS,92.51,VOdNzezFHAioiok,33
lRyuu,520.17,kMO,15
CWACehGTPmwnM,55.81,lHwA,2128
JR,740.92,KLI,3197
EHxc,603.19,zQcCzzFxmhZrVk,4360
trnziv,173.11,RQkxfsr,3135
DmIAF,416.22,QXRrlXLBk,4313
EaiK,640.83,peYsYU,4724
fjZGpowG,951.78,Om,2545
mA,944.62,KnMMsqIoiQcXVCf,4659
GEYToQItuueDCY,463.21,OuJpwcAoFVEQX,4213
SrnVMVybTFvbfK,701.49,WNnLQJRpcdyhXqj,4385
Cb,762.54,lINnQWPDZZ,383
xcKxcy,349.39,P,224
BSRmObvhrrmb,52.92,lOmer,445
BcDtUccxoMVtkj,784.39,kLXMtbGlvYvJZtV,238
pRnSTwbu,136.91,RRBabRoCoGefo,3183
zUYBN,630.67,BcJgmL,3215
dsIkKTnyaZey,278.24,iP,4710
uSUYye,543.56,Yw,102
XstFdBkcXPXzF,466.9,cUNTlMYo,925
kRcviswCwP,800.37,bFpnff,2164
Li,603.97,rtrbjmmPDnRBwNL,716
TxKSnJhyvcXuRb,989.44,JXzBTcLMqxDRuG,2753
rhHrbtMvScH,46.09,Gph,3363
wtCfPhEjf,348.73,VOGVk,1676
iGm,153.62,rFBLjxd,3614
burqIQ,806.93,DUWsglVDViAwK,2071
ONyHNeOvxJO,437.88,JuWZBLTshl,4752
lnZKXSuJS,856.11,RaocHehUQCbR,3252
giIKpeFcXb,199.54,cCBIPjEOAfQbdtn,2743
g,199.78,sS,4461
cx,621.76,ZE,3997
spuBZAIPr,141.51,HZRBKdeesiDnca,2482
ktgcEnnbBWMpLU,980.73,YPNoG,3017
TBCrzRrW,907.88,GRO,66
zTSjqZcqQGsrp,811.78,aZtvdTmcSrdHSp,173
h,99.12,sgYYgaIH,25
dfSBkzvRU,599.24,mOTXGUYNtjTcRh,4154
pxoJbkpsMrZrM,224.5,SnYz,76
fKPJdtOwObKvVlz,401.19,stVZyzb,276
OtPkczDrFMYob,178.21,OoqRCLWvwtJdwB,2563
c,971.48,Ng,794
XkTqjNhax,98.33,ylYaga,3000
OkCdOcf,395.3,SQLE,3455
UIi,68.62,MrDPMo,4122
jJusOGXDBxI,442.39,Y,185
KHFdel,419.11,Y,2420
hGAeqKiMGlDYQ,29.1,AoDTMvoE,921
jrzMpD,230.04,V,132
Ik,876.5,IkM,2439
cSZgRozYsSAtL,124.64,tLeU,4151
TzhdPq,753.93,RMX,3270
XmAmnn,11.3,fmapW,33
JGpRfxJP,117.57,D,2777
bXMuYB,320.04,MEIZlrv,2216
jWkE,200.18,oZlHrekFV,2816
vlz,429.46,fNTMWIdI,4865
DJzUEze,670.71,tUD,3565
TYBdgxImq,359.99,NsvOoWq,1835
DEoClXfsq,551.09,mFMUCLtfSrG,2008
CVhiNlEURmLXeAU,152.39,LcbfXZeBxfUmV,3594
bz,681.94,DrYwLPJHE,226
OEcoiv,147.07,aP,1159
Ty,704.13,JLOBZvq,546
MLMOhJHGrSeUg,276.18,AhcVqXJoTVBa,2376
hRkjetjYtPaZmwX,828.0,qDNQWakUMuQXBTd,673
hSRA,632.44,BFpjLXADG,1720
mYs,694.3,uGDRppBhQxjFqI,1282
uAwfxN,469.18,KBBoLzbQNtLMzSo,3898
CJweMFmAdM,380.4,LGaC,4284
IggKr,391.47,WsbWNtaNrLKDpWz,3103
qOnPqTyK,174.85,t,4356
p,326.5,lxsKycrHFr,521
YtPjliLOSnRhQ,855.76,utdleDe,4531
DedcN,239.37,KlolDTNWMRewNtC,2875
ytoYE,549.25,XEsKgk,1334
MsabSMixRWG,301.45,xU,714
gFDf,854.13,QZ,2714
QzCjduK,635.0,Ujf,1714
NEpZd,429.14,UFkseArlFkV,1875
pKpYUxqfqDApez,802.14,x,2573
YPft,810.14,ASEDczBbfvrwkf,2638
a,171.42,Lw,2755
wAtmCEu,214.13,ndRoHXRaBRTwbuR,3586
gZWlXstMvt,783.99,ubhbEGteTF,1867
AztEVYA,710.51,SmOLxVFHRfkRPc,4832
FhmEkiuZLP,234.15,VuJ,986
GXO,186.15,puhW,3369
wYPmhcrpSDdkRP,753.41,gkgwYnA,4258
xtNZJzSAURsQ,925.84,vZIxIoCcIBWweOZ,1623
qjoAZDxCZiEi,449.68,cNdVBYQyMun,4555
nInzTBkdqtg,971.81,bAsEDRkHPv,3963
UPEdh,701.96,FOucVBBHvUeP,408
dnuoveLWLws,86.51,nnkHcM,1535
QaWwwb,669.63,ZIeHRZ,1604
xPI,866.11,oKoWwq,1312
RsZ,582.44,dXkIBBOZwpnO,4774
hmKwBzfVLypyzZ,935.24,aoj,1853
hS,420.49,VxczaXSWXwqpHDd,3820
NsZExKWotTkGFnd,816.51,PpSrngZAtBTWZY,2089
piY,62.27,lIvkdBu,3165
lINkqUo,20.63,yTUBABJHw,3579
uDkgZCkxcwgTQ,247.22,zIRkpAbbT,2930
aGCjILfie,237.14,ZUPAxz,4444
uiENl,847.45,EEmjvdnwn,3411
brlLHaxX,715.26,XauLyxPizPvXiYv,4141
eAHJmska,313.98,hnfU,1895
